subscription_id,account_id,segment,start_date,end_date,contract_type,committed_actions_monthly,status
SUB-0007803,ACC-003428,Commercial,2023-01-01,2024-01-01,annual,28621.0,renewed
SUB-0007804,ACC-003428,Commercial,2024-01-01,2025-01-01,annual,28621.0,renewed
SUB-0007805,ACC-003428,Commercial,2025-01-01,,annual,28621.0,active
SUB-0007806,ACC-003434,Commercial,2025-11-01,,annual,14984.0,active
SUB-0007807,ACC-003490,Enterprise,2025-06-01,,multi_year,333609.0,active
SUB-0007808,ACC-003491,Commercial,2022-06-01,2023-06-01,annual,18969.0,expanded
SUB-0007809,ACC-003491,Commercial,2023-06-01,2024-06-01,annual,24831.0,renewed
SUB-0007810,ACC-003491,Commercial,2024-06-01,2025-06-01,annual,24831.0,expanded
SUB-0007811,ACC-003491,Commercial,2025-06-01,,annual,31408.0,active
SUB-0007812,ACC-003496,Commercial,2025-09-01,,annual,18116.0,active
SUB-0007813,ACC-003499,Enterprise,2025-03-01,,multi_year,498759.0,active
SUB-0007814,ACC-003515,Commercial,2025-09-01,,annual,22052.0,active
SUB-0007815,ACC-003516,Commercial,2024-11-01,2025-11-01,annual,11428.0,renewed
SUB-0007816,ACC-003516,Commercial,2025-11-01,,annual,11428.0,active
SUB-0007817,ACC-003517,Commercial,2025-10-01,,annual,24207.0,active
SUB-0007818,ACC-003524,Commercial,2025-07-01,,annual,13315.0,active
SUB-0007819,ACC-003536,Commercial,2025-06-01,,annual,25726.0,active
SUB-0007820,ACC-003546,Enterprise,2025-10-01,,multi_year,452078.0,active
SUB-0007821,ACC-003552,Enterprise,2025-10-01,,multi_year,476673.0,active
SUB-0007822,ACC-003554,Commercial,2025-09-01,,annual,19658.0,active
SUB-0007823,ACC-003588,Commercial,2025-10-01,,annual,16948.0,active
SUB-0007824,ACC-003595,Commercial,2025-03-01,,annual,33755.0,active
SUB-0007825,ACC-003621,Commercial,2025-09-01,,annual,11307.0,active
SUB-0007826,ACC-003647,Commercial,2025-10-01,,annual,23762.0,active
SUB-0007827,ACC-003684,Commercial,2025-06-01,,annual,23037.0,active
SUB-0007828,ACC-003687,Commercial,2025-08-01,,annual,22690.0,active
SUB-0007829,ACC-003699,Commercial,2024-07-01,2025-07-01,annual,14044.0,contracted
SUB-0007830,ACC-003699,Commercial,2025-07-01,,annual,11015.0,active
SUB-0007831,ACC-003703,Commercial,2025-05-01,,annual,17300.0,active
SUB-0007832,ACC-003715,Commercial,2024-09-01,2025-09-01,annual,19190.0,renewed
SUB-0007833,ACC-003715,Commercial,2025-09-01,,annual,19190.0,active
SUB-0007834,ACC-003730,Commercial,2025-12-01,,annual,30017.0,active
SUB-0007835,ACC-003738,Commercial,2024-01-01,2025-01-01,annual,23294.0,renewed
SUB-0007836,ACC-003738,Commercial,2025-01-01,,annual,23294.0,active
SUB-0007837,ACC-003758,Commercial,2024-08-01,2025-08-01,annual,28738.0,churned
SUB-0007838,ACC-003765,Commercial,2024-05-01,2025-05-01,annual,15213.0,renewed
SUB-0007839,ACC-003765,Commercial,2025-05-01,,annual,15213.0,active
SUB-0007840,ACC-003789,Commercial,2024-01-01,2025-01-01,annual,11227.0,expanded
SUB-0007841,ACC-003789,Commercial,2025-01-01,,annual,15798.0,active
SUB-0007842,ACC-003794,Commercial,2025-01-01,,annual,21516.0,active
SUB-0007843,ACC-003813,Commercial,2025-09-01,,annual,17991.0,active
SUB-0007844,ACC-003822,Commercial,2024-08-01,2025-08-01,annual,28065.0,renewed
SUB-0007845,ACC-003822,Commercial,2025-08-01,,annual,28065.0,active
SUB-0007846,ACC-003850,Commercial,2025-12-01,,annual,17036.0,active
SUB-0007847,ACC-003870,Commercial,2024-12-01,2025-12-01,annual,17962.0,churned
SUB-0007848,ACC-003872,Commercial,2025-02-01,,annual,28208.0,active
SUB-0007849,ACC-003889,Commercial,2025-05-01,,annual,29574.0,active
SUB-0007850,ACC-003899,Commercial,2023-09-01,2024-09-01,annual,18375.0,renewed
SUB-0007851,ACC-003899,Commercial,2024-09-01,2025-09-01,annual,18375.0,renewed
SUB-0007852,ACC-003899,Commercial,2025-09-01,,annual,18375.0,active
SUB-0007853,ACC-003903,Commercial,2025-10-01,,annual,17383.0,active
SUB-0007854,ACC-003920,Commercial,2025-07-01,,annual,18751.0,active
SUB-0007855,ACC-003931,Commercial,2025-10-01,,annual,16322.0,active
SUB-0007856,ACC-003933,Commercial,2025-10-01,,annual,20290.0,active
SUB-0007857,ACC-003944,Commercial,2025-08-01,,annual,16147.0,active
SUB-0007858,ACC-003946,Commercial,2025-07-01,,annual,23837.0,active
SUB-0007859,ACC-003948,Commercial,2025-07-01,,annual,22617.0,active
SUB-0007860,ACC-003955,Commercial,2025-05-01,,annual,54978.0,active
SUB-0007861,ACC-003957,Commercial,2025-12-01,,annual,30596.0,active
SUB-0007862,ACC-003970,Commercial,2025-08-01,,annual,13546.0,active
SUB-0007863,ACC-003977,Commercial,2025-11-01,,annual,31627.0,active
SUB-0007864,ACC-003979,Commercial,2025-03-01,,annual,29111.0,active
SUB-0007865,ACC-003990,Commercial,2025-12-01,,annual,21934.0,active
SUB-0007866,ACC-004005,Commercial,2023-11-01,2024-11-01,annual,26109.0,renewed
SUB-0007867,ACC-004005,Commercial,2024-11-01,2025-11-01,annual,26109.0,expanded
SUB-0007868,ACC-004005,Commercial,2025-11-01,,annual,38112.0,active
SUB-0007869,ACC-004019,Enterprise,2025-12-01,,multi_year,337748.0,active
SUB-0007870,ACC-004023,Commercial,2024-05-01,2025-05-01,annual,13277.0,renewed
SUB-0007871,ACC-004023,Commercial,2025-05-01,,annual,13277.0,active
SUB-0007872,ACC-004028,Commercial,2024-07-01,2025-07-01,annual,20929.0,expanded
SUB-0007873,ACC-004028,Commercial,2025-07-01,,annual,27445.0,active
SUB-0007874,ACC-004042,Commercial,2024-01-01,2025-01-01,annual,19266.0,renewed
SUB-0007875,ACC-004042,Commercial,2025-01-01,,annual,19266.0,active
SUB-0007876,ACC-004047,Commercial,2024-12-01,2025-12-01,annual,28073.0,renewed
SUB-0007877,ACC-004047,Commercial,2025-12-01,,annual,28073.0,active
SUB-0007878,ACC-004052,Commercial,2025-12-01,,annual,14904.0,active
SUB-0007879,ACC-004055,Commercial,2025-04-01,,annual,26879.0,active
SUB-0007880,ACC-004059,Commercial,2024-03-01,2025-03-01,annual,33299.0,expanded
SUB-0007881,ACC-004059,Commercial,2025-03-01,,annual,51358.0,active
SUB-0007882,ACC-004065,Commercial,2025-11-01,,annual,23687.0,active
SUB-0007883,ACC-004075,Commercial,2025-11-01,,annual,19949.0,active
SUB-0007884,ACC-004087,Commercial,2023-11-01,2024-11-01,annual,33217.0,churned
SUB-0007885,ACC-004101,Commercial,2021-05-01,2022-05-01,annual,35704.0,renewed
SUB-0007886,ACC-004101,Commercial,2022-05-01,2023-05-01,annual,35704.0,renewed
SUB-0007887,ACC-004101,Commercial,2023-05-01,2024-05-01,annual,35704.0,renewed
SUB-0007888,ACC-004101,Commercial,2024-05-01,2025-05-01,annual,35704.0,expanded
SUB-0007889,ACC-004101,Commercial,2025-05-01,,annual,49987.0,active
SUB-0007890,ACC-004108,Enterprise,2025-12-01,,multi_year,228142.0,active
SUB-0007891,ACC-004120,Commercial,2024-06-01,2025-06-01,annual,26546.0,renewed
SUB-0007892,ACC-004120,Commercial,2025-06-01,,annual,26546.0,active
SUB-0007893,ACC-004143,Commercial,2025-03-01,,annual,21079.0,active
SUB-0007894,ACC-004151,Commercial,2025-05-01,,annual,17679.0,active
SUB-0007895,ACC-004174,Commercial,2024-11-01,2025-11-01,annual,47656.0,churned
SUB-0007896,ACC-004178,Commercial,2025-06-01,,annual,15591.0,active
SUB-0007897,ACC-004181,Commercial,2025-11-01,,annual,48684.0,active
SUB-0007898,ACC-004187,Commercial,2025-07-01,,annual,21899.0,active
SUB-0007899,ACC-004192,Commercial,2025-03-01,,annual,37773.0,active
SUB-0007900,ACC-004219,Commercial,2024-10-01,2025-10-01,annual,27242.0,expanded
SUB-0007901,ACC-004219,Commercial,2025-10-01,,annual,37027.0,active
SUB-0007902,ACC-004225,Commercial,2025-05-01,,annual,23339.0,active
SUB-0007903,ACC-004238,Commercial,2023-11-01,2024-11-01,annual,35082.0,renewed
SUB-0007904,ACC-004238,Commercial,2024-11-01,2025-11-01,annual,35082.0,churned
SUB-0007905,ACC-004260,Commercial,2025-07-01,,annual,26355.0,active
SUB-0007906,ACC-004266,Commercial,2025-03-01,,annual,12961.0,active
SUB-0007907,ACC-004271,Commercial,2023-11-01,2024-11-01,annual,10090.0,expanded
SUB-0007908,ACC-004271,Commercial,2024-11-01,2025-11-01,annual,14786.0,contracted
SUB-0007909,ACC-004271,Commercial,2025-11-01,,annual,11763.0,active
SUB-0007910,ACC-004276,Commercial,2024-10-01,2025-10-01,annual,24293.0,expanded
SUB-0007911,ACC-004276,Commercial,2025-10-01,,annual,38806.0,active
SUB-0007912,ACC-004278,Commercial,2025-11-01,,annual,15025.0,active
SUB-0007913,ACC-004291,Commercial,2025-06-01,,annual,20447.0,active
SUB-0007914,ACC-004326,Commercial,2025-11-01,,annual,14563.0,active
SUB-0007915,ACC-004334,Commercial,2024-02-01,2025-02-01,annual,24068.0,renewed
SUB-0007916,ACC-004334,Commercial,2025-02-01,,annual,24068.0,active
SUB-0007917,ACC-004341,Commercial,2025-11-01,,annual,11393.0,active
SUB-0007918,ACC-004361,Commercial,2025-02-01,,annual,17526.0,active
SUB-0007919,ACC-004362,Commercial,2025-08-01,,annual,44083.0,active
SUB-0007920,ACC-004367,Commercial,2025-06-01,,annual,35205.0,active
SUB-0007921,ACC-004387,Commercial,2024-08-01,2025-08-01,annual,15362.0,renewed
SUB-0007922,ACC-004387,Commercial,2025-08-01,,annual,15362.0,active
SUB-0007923,ACC-004398,Enterprise,2025-10-01,,multi_year,539444.0,active
SUB-0007924,ACC-004400,Commercial,2025-12-01,,annual,16217.0,active
SUB-0007925,ACC-004404,Commercial,2025-12-01,,annual,17035.0,active
SUB-0007926,ACC-004415,Commercial,2024-09-01,2025-09-01,annual,16129.0,renewed
SUB-0007927,ACC-004415,Commercial,2025-09-01,,annual,16129.0,active
SUB-0007928,ACC-004421,Commercial,2024-05-01,2025-05-01,annual,15392.0,renewed
SUB-0007929,ACC-004421,Commercial,2025-05-01,,annual,15392.0,active
SUB-0007930,ACC-004428,Commercial,2025-11-01,,annual,22818.0,active
SUB-0007931,ACC-004439,Commercial,2025-09-01,,annual,30774.0,active
SUB-0007932,ACC-004443,Enterprise,2025-07-01,,multi_year,456450.0,active
SUB-0007933,ACC-004444,Commercial,2025-10-01,,annual,23357.0,active
SUB-0007934,ACC-004452,Commercial,2024-04-01,2025-04-01,annual,36189.0,renewed
SUB-0007935,ACC-004452,Commercial,2025-04-01,,annual,36189.0,active
SUB-0007936,ACC-004456,Commercial,2025-07-01,,annual,31587.0,active
SUB-0007937,ACC-004457,Commercial,2025-09-01,,annual,15166.0,active
SUB-0007938,ACC-004474,Commercial,2025-11-01,,annual,18905.0,active
SUB-0007939,ACC-004481,Commercial,2025-06-01,,annual,12457.0,active
SUB-0007940,ACC-004527,Commercial,2024-07-01,2025-07-01,annual,15690.0,contracted
SUB-0007941,ACC-004527,Commercial,2025-07-01,,annual,12800.0,active
SUB-0007942,ACC-004531,Commercial,2025-10-01,,annual,26382.0,active
SUB-0007943,ACC-004555,Commercial,2025-09-01,,annual,29943.0,active
SUB-0007944,ACC-004579,Commercial,2024-12-01,2025-12-01,annual,21637.0,churned
SUB-0007945,ACC-004581,Commercial,2025-07-01,,annual,16653.0,active
SUB-0007946,ACC-004587,Commercial,2023-04-01,2024-04-01,annual,23214.0,renewed
SUB-0007947,ACC-004587,Commercial,2024-04-01,2025-04-01,annual,23214.0,renewed
SUB-0007948,ACC-004587,Commercial,2025-04-01,,annual,23214.0,active
SUB-0007949,ACC-004588,Commercial,2023-09-01,2024-09-01,annual,30143.0,expanded
SUB-0007950,ACC-004588,Commercial,2024-09-01,2025-09-01,annual,39999.0,renewed
SUB-0007951,ACC-004588,Commercial,2025-09-01,,annual,39999.0,active
SUB-0007952,ACC-004592,Commercial,2025-08-01,,annual,25502.0,active
SUB-0007953,ACC-004601,Commercial,2025-12-01,,annual,16053.0,active
SUB-0007954,ACC-004605,Enterprise,2025-12-01,,multi_year,454617.0,active
SUB-0007955,ACC-004611,Commercial,2025-12-01,,annual,16124.0,active
SUB-0007956,ACC-004614,Commercial,2025-04-01,,annual,14442.0,active
SUB-0007957,ACC-004616,Commercial,2025-01-01,,annual,23470.0,active
SUB-0007958,ACC-004629,Commercial,2024-09-01,2025-09-01,annual,17320.0,contracted
SUB-0007959,ACC-004629,Commercial,2025-09-01,,annual,15254.0,active
SUB-0007960,ACC-004634,Commercial,2024-08-01,2025-08-01,annual,23010.0,churned
SUB-0007961,ACC-004664,Commercial,2025-03-01,,annual,23955.0,active
SUB-0007962,ACC-004680,Commercial,2025-07-01,,annual,24925.0,active
SUB-0007963,ACC-004683,Enterprise,2025-08-01,,multi_year,328570.0,active
SUB-0007964,ACC-004696,Commercial,2023-05-01,2024-05-01,annual,20631.0,renewed
SUB-0007965,ACC-004696,Commercial,2024-05-01,2025-05-01,annual,20631.0,expanded
SUB-0007966,ACC-004696,Commercial,2025-05-01,,annual,32965.0,active
SUB-0007967,ACC-004701,Commercial,2025-05-01,,annual,28782.0,active
SUB-0007968,ACC-004710,Commercial,2025-12-01,,annual,23170.0,active
SUB-0007969,ACC-004714,Commercial,2025-09-01,,annual,26103.0,active
SUB-0007970,ACC-004718,Commercial,2021-08-01,2022-08-01,annual,16780.0,contracted
SUB-0007971,ACC-004718,Commercial,2022-08-01,2023-08-01,annual,14900.0,expanded
SUB-0007972,ACC-004718,Commercial,2023-08-01,2024-08-01,annual,21306.0,renewed
SUB-0007973,ACC-004718,Commercial,2024-08-01,2025-08-01,annual,21306.0,contracted
SUB-0007974,ACC-004718,Commercial,2025-08-01,,annual,18913.0,active
SUB-0007975,ACC-004724,Commercial,2025-09-01,,annual,15782.0,active
SUB-0007976,ACC-004733,Commercial,2025-07-01,,annual,24069.0,active
SUB-0007977,ACC-004736,Commercial,2025-02-01,,annual,21204.0,active
SUB-0007978,ACC-004739,Commercial,2024-05-01,2025-05-01,annual,18725.0,renewed
SUB-0007979,ACC-004739,Commercial,2025-05-01,,annual,18725.0,active
SUB-0007980,ACC-004744,Commercial,2024-06-01,2025-06-01,annual,18720.0,renewed
SUB-0007981,ACC-004744,Commercial,2025-06-01,,annual,18720.0,active
SUB-0007982,ACC-004786,Commercial,2023-06-01,2024-06-01,annual,19970.0,renewed
SUB-0007983,ACC-004786,Commercial,2024-06-01,2025-06-01,annual,19970.0,renewed
SUB-0007984,ACC-004786,Commercial,2025-06-01,,annual,19970.0,active
SUB-0007985,ACC-004821,Enterprise,2025-07-01,,multi_year,221973.0,active
SUB-0007986,ACC-004823,Commercial,2024-04-01,2025-04-01,annual,17215.0,renewed
SUB-0007987,ACC-004823,Commercial,2025-04-01,,annual,17215.0,active
SUB-0007988,ACC-004827,Commercial,2025-01-01,,annual,19119.0,active
SUB-0007989,ACC-004837,Commercial,2024-03-01,2025-03-01,annual,34209.0,expanded
SUB-0007990,ACC-004837,Commercial,2025-03-01,,annual,47907.0,active
SUB-0007991,ACC-004839,Commercial,2021-12-01,2022-12-01,annual,20031.0,expanded
SUB-0007992,ACC-004839,Commercial,2022-12-01,2023-12-01,annual,30496.0,churned
SUB-0007993,ACC-004848,Commercial,2025-09-01,,annual,28605.0,active
SUB-0007994,ACC-004853,Commercial,2023-09-01,2024-09-01,annual,15900.0,renewed
SUB-0007995,ACC-004853,Commercial,2024-09-01,2025-09-01,annual,15900.0,churned
SUB-0007996,ACC-004854,Commercial,2025-11-01,,annual,20716.0,active
SUB-0007997,ACC-004870,Commercial,2024-03-01,2025-03-01,annual,11709.0,churned
SUB-0007998,ACC-004873,Commercial,2024-09-01,2025-09-01,annual,17146.0,expanded
SUB-0007999,ACC-004873,Commercial,2025-09-01,,annual,21495.0,active
SUB-0008000,ACC-004874,Commercial,2025-09-01,,annual,12448.0,active
SUB-0008001,ACC-004881,Commercial,2025-07-01,,annual,34963.0,active
SUB-0008002,ACC-004884,Commercial,2025-03-01,,annual,14606.0,active
SUB-0008003,ACC-004897,Commercial,2024-02-01,2025-02-01,annual,20749.0,contracted
SUB-0008004,ACC-004897,Commercial,2025-02-01,,annual,16080.0,active
SUB-0008005,ACC-004901,Commercial,2025-12-01,,annual,22010.0,active
SUB-0008006,ACC-004904,Commercial,2025-02-01,,annual,20950.0,active
SUB-0008007,ACC-004907,Commercial,2025-11-01,,annual,23355.0,active
SUB-0008008,ACC-004908,Commercial,2025-09-01,,annual,31380.0,active
SUB-0008009,ACC-004912,Commercial,2025-09-01,,annual,10545.0,active
SUB-0008010,ACC-004936,Commercial,2023-09-01,2024-09-01,annual,22423.0,contracted
SUB-0008011,ACC-004936,Commercial,2024-09-01,2025-09-01,annual,18611.0,churned
SUB-0008012,ACC-004977,Commercial,2025-11-01,,annual,15853.0,active
SUB-0008013,ACC-004980,Commercial,2025-04-01,,annual,22858.0,active
SUB-0008014,ACC-004996,Commercial,2022-12-01,2023-12-01,annual,12825.0,expanded
SUB-0008015,ACC-004996,Commercial,2023-12-01,2024-12-01,annual,16626.0,expanded
SUB-0008016,ACC-004996,Commercial,2024-12-01,2025-12-01,annual,24770.0,expanded
SUB-0008017,ACC-004996,Commercial,2025-12-01,,annual,34626.0,active
SUB-0008018,ACC-005006,Commercial,2024-02-01,2025-02-01,annual,25459.0,renewed
SUB-0008019,ACC-005006,Commercial,2025-02-01,,annual,25459.0,active
SUB-0008020,ACC-005009,Commercial,2025-05-01,,annual,20622.0,active
SUB-0008021,ACC-005015,Commercial,2024-10-01,2025-10-01,annual,24590.0,renewed
SUB-0008022,ACC-005015,Commercial,2025-10-01,,annual,24590.0,active
SUB-0008023,ACC-005027,Commercial,2024-06-01,2025-06-01,annual,22674.0,renewed
SUB-0008024,ACC-005027,Commercial,2025-06-01,,annual,22674.0,active
SUB-0008025,ACC-005035,Commercial,2025-06-01,,annual,15607.0,active
SUB-0008026,ACC-005037,Enterprise,2023-06-01,,multi_year,624468.0,active
SUB-0008027,ACC-005042,Commercial,2024-10-01,2025-10-01,annual,17440.0,expanded
SUB-0008028,ACC-005042,Commercial,2025-10-01,,annual,26079.0,active
SUB-0008029,ACC-005044,Commercial,2025-11-01,,annual,27702.0,active
SUB-0008030,ACC-005051,Commercial,2025-10-01,,annual,14797.0,active
SUB-0008031,ACC-005052,Commercial,2025-03-01,,annual,9771.0,active
SUB-0008032,ACC-005079,Enterprise,2025-12-01,,multi_year,545202.0,active
SUB-0008033,ACC-005101,Commercial,2024-09-01,2025-09-01,annual,26078.0,churned
SUB-0008034,ACC-005104,Commercial,2023-11-01,2024-11-01,annual,23229.0,contracted
SUB-0008035,ACC-005104,Commercial,2024-11-01,2025-11-01,annual,17652.0,churned
SUB-0008036,ACC-005107,Commercial,2025-08-01,,annual,19490.0,active
SUB-0008037,ACC-005126,Commercial,2024-12-01,2025-12-01,annual,16160.0,expanded
SUB-0008038,ACC-005126,Commercial,2025-12-01,,annual,21993.0,active
SUB-0008039,ACC-005136,Commercial,2022-06-01,2023-06-01,annual,19297.0,churned
SUB-0008040,ACC-005144,Commercial,2025-06-01,,annual,19266.0,active
SUB-0008041,ACC-005145,Commercial,2025-10-01,,annual,20050.0,active
SUB-0008042,ACC-005149,Commercial,2025-10-01,,annual,29513.0,active
SUB-0008043,ACC-005159,Commercial,2024-06-01,2025-06-01,annual,19043.0,expanded
SUB-0008044,ACC-005159,Commercial,2025-06-01,,annual,29596.0,active
SUB-0008045,ACC-005166,Commercial,2024-11-01,2025-11-01,annual,15004.0,renewed
SUB-0008046,ACC-005166,Commercial,2025-11-01,,annual,15004.0,active
SUB-0008047,ACC-005180,Commercial,2023-08-01,2024-08-01,annual,21866.0,renewed
SUB-0008048,ACC-005180,Commercial,2024-08-01,2025-08-01,annual,21866.0,expanded
SUB-0008049,ACC-005180,Commercial,2025-08-01,,annual,27773.0,active
SUB-0008050,ACC-005191,Commercial,2024-11-01,2025-11-01,annual,31265.0,expanded
SUB-0008051,ACC-005191,Commercial,2025-11-01,,annual,42099.0,active
SUB-0008052,ACC-005200,Commercial,2024-12-01,2025-12-01,annual,16209.0,renewed
SUB-0008053,ACC-005200,Commercial,2025-12-01,,annual,16209.0,active
SUB-0008054,ACC-005204,Commercial,2025-10-01,,annual,22240.0,active
SUB-0008055,ACC-005217,Commercial,2023-11-01,2024-11-01,annual,33429.0,expanded
SUB-0008056,ACC-005217,Commercial,2024-11-01,2025-11-01,annual,43593.0,contracted
SUB-0008057,ACC-005217,Commercial,2025-11-01,,annual,35314.0,active
SUB-0008058,ACC-005226,Commercial,2025-06-01,,annual,14614.0,active
SUB-0008059,ACC-005227,Commercial,2025-09-01,,annual,13714.0,active
SUB-0008060,ACC-005234,Commercial,2025-02-01,,annual,55250.0,active
SUB-0008061,ACC-005252,Commercial,2024-06-01,2025-06-01,annual,33150.0,renewed
SUB-0008062,ACC-005252,Commercial,2025-06-01,,annual,33150.0,active
SUB-0008063,ACC-005309,Commercial,2025-10-01,,annual,25465.0,active
SUB-0008064,ACC-005341,Commercial,2025-04-01,,annual,17315.0,active
SUB-0008065,ACC-005346,Commercial,2025-07-01,,annual,25384.0,active
SUB-0008066,ACC-005387,Commercial,2025-12-01,,annual,35360.0,active
SUB-0008067,ACC-005399,Commercial,2024-02-01,2025-02-01,annual,8977.0,renewed
SUB-0008068,ACC-005399,Commercial,2025-02-01,,annual,8977.0,active
SUB-0008069,ACC-005415,Commercial,2025-08-01,,annual,47500.0,active
SUB-0008070,ACC-005416,Commercial,2025-02-01,,annual,17667.0,active
SUB-0008071,ACC-005419,Commercial,2024-12-01,2025-12-01,annual,42373.0,renewed
SUB-0008072,ACC-005419,Commercial,2025-12-01,,annual,42373.0,active
SUB-0008073,ACC-005425,Commercial,2022-04-01,2023-04-01,annual,17856.0,renewed
SUB-0008074,ACC-005425,Commercial,2023-04-01,2024-04-01,annual,17856.0,renewed
SUB-0008075,ACC-005425,Commercial,2024-04-01,2025-04-01,annual,17856.0,churned
SUB-0008076,ACC-005429,Commercial,2025-04-01,,annual,23309.0,active
SUB-0008077,ACC-005430,Commercial,2025-01-01,,annual,44353.0,active
SUB-0008078,ACC-005431,Commercial,2024-10-01,2025-10-01,annual,24777.0,renewed
SUB-0008079,ACC-005431,Commercial,2025-10-01,,annual,24777.0,active
SUB-0008080,ACC-005448,Commercial,2024-07-01,2025-07-01,annual,52265.0,renewed
SUB-0008081,ACC-005448,Commercial,2025-07-01,,annual,52265.0,active
SUB-0008082,ACC-005461,Commercial,2022-03-01,2023-03-01,annual,29555.0,renewed
SUB-0008083,ACC-005461,Commercial,2023-03-01,2024-03-01,annual,29555.0,renewed
SUB-0008084,ACC-005461,Commercial,2024-03-01,2025-03-01,annual,29555.0,renewed
SUB-0008085,ACC-005461,Commercial,2025-03-01,,annual,29555.0,active
SUB-0008086,ACC-005470,Commercial,2025-08-01,,annual,18136.0,active
SUB-0008087,ACC-005491,Commercial,2025-10-01,,annual,15147.0,active
SUB-0008088,ACC-005492,Commercial,2025-12-01,,annual,12954.0,active
SUB-0008089,ACC-005498,Enterprise,2025-07-01,,multi_year,362039.0,active
SUB-0008090,ACC-005512,Commercial,2023-12-01,2024-12-01,annual,35477.0,renewed
SUB-0008091,ACC-005512,Commercial,2024-12-01,2025-12-01,annual,35477.0,renewed
SUB-0008092,ACC-005512,Commercial,2025-12-01,,annual,35477.0,active
SUB-0008093,ACC-005515,Commercial,2023-04-01,2024-04-01,annual,24500.0,churned
SUB-0008094,ACC-005524,Commercial,2025-08-01,,annual,32161.0,active
SUB-0008095,ACC-005525,Commercial,2025-12-01,,annual,28990.0,active
SUB-0008096,ACC-005535,Commercial,2024-02-01,2025-02-01,annual,23592.0,renewed
SUB-0008097,ACC-005535,Commercial,2025-02-01,,annual,23592.0,active
SUB-0008098,ACC-005539,Commercial,2023-11-01,2024-11-01,annual,14749.0,renewed
SUB-0008099,ACC-005539,Commercial,2024-11-01,2025-11-01,annual,14749.0,contracted
SUB-0008100,ACC-005539,Commercial,2025-11-01,,annual,11287.0,active
SUB-0008101,ACC-005558,Enterprise,2025-11-01,,multi_year,331047.0,active
SUB-0008102,ACC-005575,Commercial,2025-10-01,,annual,20843.0,active
SUB-0008103,ACC-005582,Commercial,2024-04-01,2025-04-01,annual,14221.0,expanded
SUB-0008104,ACC-005582,Commercial,2025-04-01,,annual,20392.0,active
SUB-0008105,ACC-005593,Commercial,2024-11-01,2025-11-01,annual,22244.0,renewed
SUB-0008106,ACC-005593,Commercial,2025-11-01,,annual,22244.0,active
SUB-0008107,ACC-005611,Commercial,2024-06-01,2025-06-01,annual,36967.0,renewed
SUB-0008108,ACC-005611,Commercial,2025-06-01,,annual,36967.0,active
SUB-0008109,ACC-005612,Commercial,2025-07-01,,annual,21447.0,active
SUB-0008110,ACC-005617,Commercial,2023-11-01,2024-11-01,annual,13647.0,renewed
SUB-0008111,ACC-005617,Commercial,2024-11-01,2025-11-01,annual,13647.0,renewed
SUB-0008112,ACC-005617,Commercial,2025-11-01,,annual,13647.0,active
SUB-0008113,ACC-005623,Enterprise,2023-09-01,,multi_year,595233.0,active
SUB-0008114,ACC-005631,Commercial,2024-05-01,2025-05-01,annual,30291.0,expanded
SUB-0008115,ACC-005631,Commercial,2025-05-01,,annual,44487.0,active
SUB-0008116,ACC-005637,Commercial,2025-11-01,,annual,13496.0,active
SUB-0008117,ACC-005648,Commercial,2024-03-01,2025-03-01,annual,14200.0,renewed
SUB-0008118,ACC-005648,Commercial,2025-03-01,,annual,14200.0,active
SUB-0008119,ACC-005674,Commercial,2025-10-01,,annual,20544.0,active
SUB-0008120,ACC-005689,Commercial,2025-12-01,,annual,21259.0,active
SUB-0008121,ACC-005706,Commercial,2025-03-01,,annual,19627.0,active
SUB-0008122,ACC-005728,Commercial,2025-11-01,,annual,30990.0,active
SUB-0008123,ACC-005731,Commercial,2022-08-01,2023-08-01,annual,18935.0,expanded
SUB-0008124,ACC-005731,Commercial,2023-08-01,2024-08-01,annual,29357.0,contracted
SUB-0008125,ACC-005731,Commercial,2024-08-01,2025-08-01,annual,25714.0,renewed
SUB-0008126,ACC-005731,Commercial,2025-08-01,,annual,25714.0,active
SUB-0008127,ACC-005733,Commercial,2025-10-01,,annual,40920.0,active
SUB-0008128,ACC-005734,Commercial,2024-11-01,2025-11-01,annual,24079.0,expanded
SUB-0008129,ACC-005734,Commercial,2025-11-01,,annual,31282.0,active
SUB-0008130,ACC-005748,Commercial,2021-07-01,2022-07-01,annual,13226.0,expanded
SUB-0008131,ACC-005748,Commercial,2022-07-01,2023-07-01,annual,17403.0,renewed
SUB-0008132,ACC-005748,Commercial,2023-07-01,2024-07-01,annual,17403.0,renewed
SUB-0008133,ACC-005748,Commercial,2024-07-01,2025-07-01,annual,17403.0,renewed
SUB-0008134,ACC-005748,Commercial,2025-07-01,,annual,17403.0,active
SUB-0008135,ACC-005754,Commercial,2025-11-01,,annual,47956.0,active
SUB-0008136,ACC-005763,Commercial,2024-04-01,2025-04-01,annual,17906.0,renewed
SUB-0008137,ACC-005763,Commercial,2025-04-01,,annual,17906.0,active
SUB-0008138,ACC-005770,Commercial,2025-02-01,,annual,18709.0,active
SUB-0008139,ACC-005775,Commercial,2024-01-01,2025-01-01,annual,25389.0,renewed
SUB-0008140,ACC-005775,Commercial,2025-01-01,,annual,25389.0,active
SUB-0008141,ACC-005810,Commercial,2024-05-01,2025-05-01,annual,28985.0,renewed
SUB-0008142,ACC-005810,Commercial,2025-05-01,,annual,28985.0,active
