account_id,company_id,segment,employee_count_band,industry,region,channel,signup_date,icp_fit_score,is_personal_email_domain
ACC-006295,CO-0016073,SMB,51-200,Professional Services,APAC,inbound_marketing,2023-02-24,22.7,False
ACC-006296,CO-0079047,SMB,11-50,Financial Services,North America,inbound_marketing,2025-07-12,31.0,False
ACC-006297,CO-0011215,SMB,1-10,Professional Services,North America,self_serve,2021-03-17,28.6,False
ACC-006298,CO-0086060,SMB,11-50,Professional Services,EMEA,inbound_marketing,2025-02-12,28.0,False
ACC-006299,CO-0064135,SMB,1-10,Media/Entertainment,EMEA,self_serve,2025-01-15,18.5,False
ACC-006300,CO-0108763,SMB,11-50,Logistics/Supply Chain,North America,inbound_marketing,2025-06-11,37.7,False
ACC-006301,CO-0094471,SMB,11-50,Technology/SaaS,EMEA,self_serve,2023-01-18,23.1,False
ACC-006302,CO-0060410,SMB,1-10,Education,North America,inbound_marketing,2024-07-03,16.2,False
ACC-006303,CO-0022107,SMB,1-10,Technology/SaaS,North America,self_serve,2025-12-02,17.4,False
ACC-006304,CO-0096914,SMB,11-50,Retail/E-commerce,North America,self_serve,2025-07-14,16.5,False
ACC-006305,CO-0108476,SMB,1-10,Manufacturing,North America,self_serve,2025-04-21,13.0,False
ACC-006306,CO-0105654,Commercial,11-50,Financial Services,APAC,inbound_marketing,2021-10-02,33.2,False
ACC-006307,CO-0107931,SMB,1-10,Professional Services,North America,self_serve,2024-05-18,31.9,False
ACC-006308,CO-0009638,SMB,51-200,Education,North America,self_serve,2022-12-23,33.6,False
ACC-006309,CO-0102266,SMB,1-10,Technology/SaaS,North America,self_serve,2024-07-03,35.8,False
ACC-006310,CO-0121760,SMB,11-50,Financial Services,LATAM,inbound_marketing,2025-03-24,35.9,False
ACC-006311,CO-0116013,SMB,1-10,Technology/SaaS,EMEA,inbound_marketing,2024-03-13,20.9,False
ACC-006312,CO-0021408,SMB,1-10,Logistics/Supply Chain,EMEA,inbound_marketing,2025-09-26,32.2,False
ACC-006313,CO-0087653,SMB,1-10,Technology/SaaS,EMEA,self_serve,2023-10-13,31.1,False
ACC-006314,CO-0026736,SMB,51-200,Manufacturing,EMEA,self_serve,2024-11-18,36.9,False
ACC-006315,CO-0108083,SMB,11-50,Retail/E-commerce,APAC,inbound_marketing,2024-07-08,20.0,False
ACC-006316,CO-0087287,SMB,11-50,Technology/SaaS,North America,self_serve,2023-04-27,36.1,False
ACC-006317,CO-0005712,SMB,11-50,Retail/E-commerce,EMEA,inbound_marketing,2021-09-08,24.9,False
ACC-006318,CO-0002301,SMB,11-50,Public Sector,EMEA,self_serve,2022-03-27,35.6,False
ACC-006319,CO-0003409,SMB,1-10,Public Sector,North America,self_serve,2024-10-28,35.2,False
ACC-006320,CO-0049409,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2025-12-08,21.4,True
ACC-006321,CO-0089523,SMB,51-200,Healthcare,APAC,self_serve,2024-01-13,36.1,False
ACC-006322,CO-0000771,SMB,1-10,Financial Services,EMEA,self_serve,2025-02-05,22.2,False
ACC-006323,CO-0046173,SMB,11-50,Retail/E-commerce,North America,self_serve,2025-04-27,25.1,False
ACC-006324,CO-0108814,SMB,1-10,Technology/SaaS,EMEA,self_serve,2025-12-17,34.7,True
ACC-006325,CO-0112262,SMB,1-10,Healthcare,EMEA,self_serve,2024-07-12,26.4,True
ACC-006326,CO-0099560,Commercial,1-10,Retail/E-commerce,EMEA,self_serve,2023-02-16,21.2,False
ACC-006327,CO-0008555,SMB,11-50,Technology/SaaS,North America,self_serve,2023-05-24,25.2,False
ACC-006328,CO-0036875,SMB,11-50,Manufacturing,North America,self_serve,2021-02-16,32.7,False
ACC-006329,CO-0038167,SMB,51-200,Professional Services,APAC,self_serve,2021-08-28,38.9,False
ACC-006330,CO-0108737,SMB,11-50,Public Sector,North America,self_serve,2025-03-08,29.3,False
ACC-006331,CO-0102128,SMB,51-200,Retail/E-commerce,North America,inbound_marketing,2025-06-21,35.5,False
ACC-006332,CO-0095848,SMB,1-10,Media/Entertainment,EMEA,self_serve,2023-02-18,16.5,False
ACC-006333,CO-0092393,SMB,11-50,Manufacturing,North America,self_serve,2022-11-29,33.7,False
ACC-006334,CO-0068545,SMB,11-50,Education,LATAM,self_serve,2025-07-01,8.3,False
ACC-006335,CO-0026326,SMB,51-200,Professional Services,North America,self_serve,2025-01-20,26.8,False
ACC-006336,CO-0121752,SMB,51-200,Professional Services,North America,self_serve,2025-01-20,38.8,False
ACC-006337,CO-0021706,SMB,1-10,Manufacturing,North America,self_serve,2024-04-02,14.1,False
ACC-006338,CO-0043778,SMB,201-1000,Education,North America,self_serve,2024-07-03,35.2,False
ACC-006339,CO-0122654,SMB,51-200,Education,APAC,self_serve,2021-07-30,20.1,False
ACC-006340,CO-0097519,SMB,11-50,Professional Services,North America,inbound_marketing,2025-09-04,34.6,False
ACC-006341,CO-0084685,SMB,1-10,Retail/E-commerce,North America,self_serve,2023-08-12,27.0,False
ACC-006342,CO-0094047,SMB,1-10,Media/Entertainment,North America,inbound_marketing,2023-05-15,31.9,True
ACC-006343,CO-0055776,SMB,1-10,Financial Services,EMEA,self_serve,2025-06-16,15.7,True
ACC-006344,CO-0042251,Commercial,11-50,Healthcare,North America,inbound_marketing,2021-01-27,37.4,False
ACC-006345,CO-0052235,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2025-06-28,31.0,False
ACC-006346,CO-0063151,SMB,11-50,Retail/E-commerce,EMEA,inbound_marketing,2024-06-06,26.8,False
ACC-006347,CO-0055966,SMB,1-10,Healthcare,EMEA,self_serve,2023-01-26,27.1,True
ACC-006348,CO-0109237,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2023-11-15,20.8,False
ACC-006349,CO-0043975,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2024-01-13,30.6,False
ACC-006350,CO-0029598,SMB,1-10,Manufacturing,APAC,inbound_marketing,2024-04-17,30.3,False
ACC-006351,CO-0018088,SMB,1-10,Retail/E-commerce,North America,self_serve,2024-12-25,9.0,False
ACC-006352,CO-0111877,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2024-08-12,15.6,False
ACC-006353,CO-0112750,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-02-25,15.2,True
ACC-006354,CO-0020294,SMB,1-10,Healthcare,EMEA,inbound_marketing,2025-12-23,32.2,False
ACC-006355,CO-0007120,SMB,1-10,Healthcare,North America,inbound_marketing,2025-01-17,27.5,False
ACC-006356,CO-0027255,SMB,51-200,Retail/E-commerce,North America,self_serve,2021-01-27,28.1,False
ACC-006357,CO-0017412,SMB,1-10,Retail/E-commerce,EMEA,self_serve,2025-11-14,14.0,False
ACC-006358,CO-0034143,SMB,51-200,Healthcare,North America,self_serve,2024-02-17,39.6,False
ACC-006359,CO-0023967,SMB,1-10,Healthcare,APAC,self_serve,2025-07-14,19.6,False
ACC-006360,CO-0001037,SMB,1-10,Financial Services,North America,self_serve,2025-02-21,17.8,False
ACC-006361,CO-0011058,SMB,11-50,Logistics/Supply Chain,APAC,self_serve,2025-12-08,31.8,False
ACC-006362,CO-0016589,SMB,1-10,Financial Services,LATAM,self_serve,2025-09-16,26.8,True
ACC-006363,CO-0097759,Commercial,51-200,Education,APAC,self_serve,2024-07-23,38.1,False
ACC-006364,CO-0014766,Commercial,1-10,Logistics/Supply Chain,North America,self_serve,2020-12-05,14.9,False
ACC-006365,CO-0090944,SMB,11-50,Media/Entertainment,North America,self_serve,2023-10-22,26.4,False
ACC-006366,CO-0096137,SMB,1-10,Technology/SaaS,APAC,self_serve,2025-07-20,27.1,False
ACC-006367,CO-0027491,SMB,51-200,Logistics/Supply Chain,EMEA,inbound_marketing,2025-07-14,33.7,False
ACC-006368,CO-0053110,SMB,1-10,Retail/E-commerce,APAC,inbound_marketing,2024-03-21,17.0,True
ACC-006369,CO-0064407,SMB,11-50,Professional Services,North America,inbound_marketing,2025-10-21,13.5,False
ACC-006370,CO-0068962,SMB,11-50,Media/Entertainment,EMEA,self_serve,2020-04-03,18.5,False
ACC-006371,CO-0122924,Commercial,1-10,Retail/E-commerce,APAC,self_serve,2025-07-02,15.7,True
ACC-006372,CO-0035067,SMB,1-10,Technology/SaaS,APAC,inbound_marketing,2021-09-15,14.1,False
ACC-006373,CO-0005183,SMB,1-10,Professional Services,LATAM,self_serve,2025-08-25,16.5,False
ACC-006374,CO-0027359,SMB,1-10,Retail/E-commerce,LATAM,self_serve,2024-07-26,24.0,False
ACC-006375,CO-0054139,SMB,11-50,Education,North America,self_serve,2024-05-13,25.7,False
ACC-006376,CO-0035551,SMB,11-50,Professional Services,EMEA,self_serve,2024-09-24,28.4,False
ACC-006377,CO-0088944,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2024-01-11,15.6,False
ACC-006378,CO-0122356,Commercial,11-50,Public Sector,EMEA,self_serve,2025-05-26,37.7,False
ACC-006379,CO-0008818,SMB,51-200,Logistics/Supply Chain,North America,self_serve,2022-12-25,38.1,False
ACC-006380,CO-0080754,SMB,11-50,Media/Entertainment,North America,self_serve,2025-06-21,24.9,False
ACC-006381,CO-0102839,SMB,11-50,Technology/SaaS,North America,self_serve,2025-05-02,32.2,False
ACC-006382,CO-0068302,SMB,11-50,Financial Services,North America,inbound_marketing,2025-09-23,32.9,False
ACC-006383,CO-0107096,SMB,1-10,Financial Services,North America,self_serve,2025-01-06,33.1,False
ACC-006384,CO-0101168,Commercial,51-200,Healthcare,North America,self_serve,2024-04-08,33.9,False
ACC-006385,CO-0113650,Enterprise,11-50,Healthcare,APAC,inbound_marketing,2024-01-25,30.8,False
ACC-006386,CO-0092000,SMB,1-10,Manufacturing,EMEA,inbound_marketing,2023-11-03,29.9,False
ACC-006387,CO-0020634,SMB,1-10,Manufacturing,North America,self_serve,2025-04-18,29.5,False
ACC-006388,CO-0057082,SMB,1-10,Financial Services,EMEA,self_serve,2021-03-31,35.5,False
ACC-006389,CO-0026420,SMB,1-10,Education,North America,self_serve,2024-07-19,15.0,False
ACC-006390,CO-0018020,SMB,1-10,Financial Services,North America,self_serve,2025-06-16,37.3,False
ACC-006391,CO-0100644,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-03-15,8.2,False
ACC-006392,CO-0105338,SMB,11-50,Education,EMEA,self_serve,2025-03-10,15.2,False
ACC-006393,CO-0077315,SMB,1-10,Retail/E-commerce,North America,self_serve,2023-12-10,12.0,True
ACC-006394,CO-0012954,SMB,51-200,Retail/E-commerce,North America,inbound_marketing,2025-10-18,36.3,False
ACC-006395,CO-0056929,SMB,11-50,Manufacturing,EMEA,self_serve,2023-02-21,24.4,False
ACC-006396,CO-0046771,SMB,11-50,Technology/SaaS,APAC,self_serve,2021-03-27,28.0,False
ACC-006397,CO-0038847,SMB,11-50,Retail/E-commerce,APAC,inbound_marketing,2020-06-08,24.8,False
ACC-006398,CO-0089705,SMB,1-10,Manufacturing,North America,self_serve,2022-01-07,34.1,False
ACC-006399,CO-0114493,SMB,51-200,Logistics/Supply Chain,EMEA,self_serve,2021-09-15,39.4,False
ACC-006400,CO-0024938,SMB,1-10,Professional Services,APAC,self_serve,2024-11-10,33.0,False
ACC-006401,CO-0005750,Commercial,11-50,Professional Services,LATAM,self_serve,2023-07-14,21.4,False
ACC-006402,CO-0051615,SMB,1-10,Media/Entertainment,North America,inbound_marketing,2023-12-14,35.6,False
ACC-006403,CO-0084185,SMB,1-10,Technology/SaaS,APAC,self_serve,2025-04-25,17.4,False
ACC-006404,CO-0014094,SMB,11-50,Retail/E-commerce,APAC,inbound_marketing,2025-01-21,23.0,False
ACC-006405,CO-0090636,SMB,11-50,Professional Services,APAC,inbound_marketing,2024-11-14,14.7,False
ACC-006406,CO-0047281,SMB,1-10,Professional Services,North America,self_serve,2024-07-10,26.5,False
ACC-006407,CO-0047190,SMB,1-10,Financial Services,North America,inbound_marketing,2020-10-09,21.1,True
ACC-006408,CO-0115426,SMB,1-10,Financial Services,North America,self_serve,2025-11-10,19.4,False
ACC-006409,CO-0085222,SMB,1-10,Public Sector,LATAM,inbound_marketing,2025-04-10,29.0,True
ACC-006410,CO-0037155,SMB,1-10,Financial Services,EMEA,self_serve,2025-12-03,20.6,False
ACC-006411,CO-0043048,SMB,1-10,Public Sector,North America,self_serve,2022-06-11,12.1,False
ACC-006412,CO-0121908,SMB,11-50,Financial Services,North America,inbound_marketing,2020-02-19,31.5,False
ACC-006413,CO-0039110,SMB,51-200,Healthcare,EMEA,self_serve,2024-12-09,34.9,False
ACC-006414,CO-0033621,SMB,1-10,Media/Entertainment,APAC,self_serve,2020-06-19,14.5,False
ACC-006415,CO-0069808,Commercial,51-200,Retail/E-commerce,North America,self_serve,2020-06-09,38.0,False
ACC-006416,CO-0062198,SMB,1-10,Professional Services,EMEA,self_serve,2025-07-11,27.2,False
ACC-006417,CO-0078931,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2024-06-19,25.5,False
ACC-006418,CO-0021144,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2025-08-16,30.4,False
ACC-006419,CO-0059912,SMB,51-200,Financial Services,North America,self_serve,2023-12-18,26.6,False
ACC-006420,CO-0110960,SMB,1-10,Education,EMEA,inbound_marketing,2020-09-15,14.7,True
ACC-006421,CO-0025157,SMB,11-50,Healthcare,LATAM,self_serve,2025-04-21,21.2,False
ACC-006422,CO-0090057,SMB,1-10,Manufacturing,North America,inbound_marketing,2022-05-18,32.3,False
ACC-006423,CO-0099486,SMB,11-50,Professional Services,EMEA,inbound_marketing,2020-04-20,28.2,False
ACC-006424,CO-0111925,SMB,51-200,Technology/SaaS,North America,self_serve,2022-01-18,37.9,False
ACC-006425,CO-0091044,SMB,11-50,Financial Services,EMEA,self_serve,2024-07-09,34.7,False
ACC-006426,CO-0049104,SMB,51-200,Retail/E-commerce,APAC,inbound_marketing,2023-01-08,18.0,False
ACC-006427,CO-0070210,SMB,1-10,Education,LATAM,self_serve,2024-07-17,12.3,True
ACC-006428,CO-0064052,SMB,1-10,Financial Services,APAC,self_serve,2023-12-03,36.7,False
ACC-006429,CO-0063485,SMB,1-10,Financial Services,APAC,inbound_marketing,2023-04-07,18.0,True
ACC-006430,CO-0069898,SMB,1-10,Logistics/Supply Chain,APAC,self_serve,2025-05-10,23.5,False
ACC-006431,CO-0120199,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2025-12-03,24.0,False
ACC-006432,CO-0010924,SMB,1-10,Logistics/Supply Chain,EMEA,inbound_marketing,2020-07-03,25.4,False
ACC-006433,CO-0123198,SMB,1-10,Professional Services,EMEA,self_serve,2025-03-26,26.9,False
ACC-006434,CO-0018409,SMB,11-50,Professional Services,North America,self_serve,2025-05-21,32.0,False
ACC-006435,CO-0084874,SMB,1-10,Technology/SaaS,North America,self_serve,2023-03-23,30.2,False
ACC-006436,CO-0057838,SMB,11-50,Logistics/Supply Chain,North America,inbound_marketing,2023-05-01,34.4,False
ACC-006437,CO-0102438,SMB,51-200,Media/Entertainment,EMEA,self_serve,2021-12-22,23.5,False
ACC-006438,CO-0121432,SMB,1-10,Professional Services,North America,self_serve,2023-04-13,19.6,False
ACC-006439,CO-0117248,Commercial,11-50,Education,North America,self_serve,2023-10-15,31.9,False
ACC-006440,CO-0045709,SMB,51-200,Logistics/Supply Chain,EMEA,self_serve,2025-01-03,37.8,False
ACC-006441,CO-0048704,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-02-16,21.6,True
ACC-006442,CO-0108332,SMB,1-10,Healthcare,EMEA,self_serve,2024-03-15,31.0,False
ACC-006443,CO-0047731,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2025-08-06,23.2,False
ACC-006444,CO-0056189,SMB,11-50,Media/Entertainment,North America,self_serve,2025-12-27,29.7,False
ACC-006445,CO-0121922,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2023-12-09,20.3,False
ACC-006446,CO-0019537,SMB,11-50,Healthcare,North America,self_serve,2024-12-12,24.4,False
ACC-006447,CO-0033457,SMB,11-50,Logistics/Supply Chain,APAC,inbound_marketing,2021-11-25,25.8,False
ACC-006448,CO-0119530,SMB,51-200,Media/Entertainment,North America,self_serve,2025-08-19,40.0,False
ACC-006449,CO-0093933,SMB,1-10,Professional Services,North America,self_serve,2023-04-12,6.3,False
ACC-006450,CO-0052772,SMB,11-50,Media/Entertainment,EMEA,self_serve,2021-08-01,27.0,False
ACC-006451,CO-0086802,SMB,1-10,Technology/SaaS,North America,self_serve,2025-05-05,29.1,False
ACC-006452,CO-0031844,SMB,11-50,Public Sector,EMEA,self_serve,2021-03-28,35.2,False
ACC-006453,CO-0049392,SMB,11-50,Professional Services,North America,inbound_marketing,2025-07-04,34.0,False
ACC-006454,CO-0015411,SMB,1-10,Manufacturing,North America,self_serve,2023-07-06,27.2,True
ACC-006455,CO-0054461,Commercial,1-10,Professional Services,North America,inbound_marketing,2025-07-01,23.1,False
ACC-006456,CO-0048848,SMB,11-50,Financial Services,APAC,inbound_marketing,2025-09-02,16.9,False
ACC-006457,CO-0014556,SMB,1-10,Education,North America,self_serve,2025-06-23,14.0,False
ACC-006458,CO-0075484,SMB,1-10,Media/Entertainment,North America,self_serve,2023-11-04,22.5,False
ACC-006459,CO-0052204,SMB,11-50,Logistics/Supply Chain,EMEA,self_serve,2024-11-04,19.5,False
ACC-006460,CO-0026003,Commercial,1-10,Financial Services,North America,self_serve,2024-08-23,32.9,False
ACC-006461,CO-0102853,SMB,1-10,Technology/SaaS,North America,self_serve,2024-01-24,27.8,True
ACC-006462,CO-0058625,SMB,51-200,Retail/E-commerce,North America,self_serve,2023-09-10,38.3,False
ACC-006463,CO-0043839,SMB,11-50,Manufacturing,EMEA,self_serve,2024-08-27,32.4,False
ACC-006464,CO-0096901,SMB,51-200,Retail/E-commerce,EMEA,self_serve,2022-10-09,38.9,False
ACC-006465,CO-0059270,SMB,1-10,Education,North America,self_serve,2023-08-16,20.7,True
ACC-006466,CO-0020013,SMB,51-200,Healthcare,North America,self_serve,2023-08-21,35.7,False
ACC-006467,CO-0087637,SMB,1-10,Media/Entertainment,LATAM,self_serve,2022-03-09,8.6,False
ACC-006468,CO-0057090,SMB,11-50,Healthcare,North America,self_serve,2024-11-03,24.3,False
ACC-006469,CO-0079791,SMB,11-50,Healthcare,EMEA,inbound_marketing,2025-01-10,29.5,False
ACC-006470,CO-0037058,Enterprise,1-10,Technology/SaaS,North America,self_serve,2024-05-14,21.3,True
ACC-006471,CO-0054257,SMB,11-50,Public Sector,EMEA,self_serve,2024-07-17,20.5,False
ACC-006472,CO-0088955,SMB,1-10,Media/Entertainment,North America,self_serve,2023-03-14,24.2,False
ACC-006473,CO-0084179,SMB,1-10,Public Sector,EMEA,inbound_marketing,2025-11-21,38.3,True
ACC-006474,CO-0043815,SMB,11-50,Media/Entertainment,APAC,self_serve,2025-09-27,4.3,False
ACC-006475,CO-0064016,Enterprise,1-10,Manufacturing,North America,self_serve,2024-12-28,12.6,False
ACC-006476,CO-0115561,SMB,11-50,Retail/E-commerce,North America,self_serve,2023-01-01,19.6,False
ACC-006477,CO-0003736,SMB,1-10,Media/Entertainment,North America,inbound_marketing,2024-05-18,16.3,False
ACC-006478,CO-0115114,SMB,11-50,Technology/SaaS,North America,inbound_marketing,2024-10-01,29.9,False
ACC-006479,CO-0001035,SMB,1-10,Media/Entertainment,North America,self_serve,2021-09-23,12.1,False
ACC-006480,CO-0085506,SMB,51-200,Manufacturing,North America,inbound_marketing,2023-10-24,34.7,False
ACC-006481,CO-0052345,SMB,51-200,Retail/E-commerce,EMEA,inbound_marketing,2024-12-20,38.4,False
ACC-006482,CO-0054423,Commercial,11-50,Manufacturing,North America,self_serve,2025-04-25,39.4,False
ACC-006483,CO-0091535,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2023-11-01,38.8,False
ACC-006484,CO-0110102,SMB,11-50,Retail/E-commerce,North America,self_serve,2024-03-23,19.8,False
ACC-006485,CO-0072628,SMB,51-200,Manufacturing,EMEA,self_serve,2025-12-13,36.7,False
ACC-006486,CO-0039648,SMB,51-200,Professional Services,APAC,self_serve,2023-01-23,22.8,False
ACC-006487,CO-0102234,SMB,1-10,Financial Services,APAC,inbound_marketing,2024-05-23,34.4,False
ACC-006488,CO-0087102,SMB,1-10,Manufacturing,North America,inbound_marketing,2025-01-08,22.0,True
ACC-006489,CO-0001140,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2025-09-19,29.1,True
ACC-006490,CO-0078407,SMB,11-50,Healthcare,North America,inbound_marketing,2025-01-13,25.9,False
ACC-006491,CO-0011038,SMB,1-10,Professional Services,North America,self_serve,2020-05-31,17.2,False
ACC-006492,CO-0055108,SMB,51-200,Professional Services,EMEA,self_serve,2020-01-26,36.3,False
ACC-006493,CO-0111393,SMB,1-10,Financial Services,LATAM,self_serve,2023-03-28,21.2,False
ACC-006494,CO-0082836,SMB,51-200,Education,EMEA,inbound_marketing,2024-01-25,33.9,False
ACC-006495,CO-0044166,SMB,1-10,Retail/E-commerce,LATAM,self_serve,2025-09-28,12.6,False
ACC-006496,CO-0040524,Commercial,1-10,Logistics/Supply Chain,North America,self_serve,2021-09-01,27.4,False
ACC-006497,CO-0062816,SMB,11-50,Media/Entertainment,EMEA,inbound_marketing,2021-04-27,24.7,False
ACC-006498,CO-0112118,SMB,1-10,Financial Services,LATAM,self_serve,2024-07-02,32.6,False
ACC-006499,CO-0122860,SMB,11-50,Technology/SaaS,North America,self_serve,2025-03-16,36.1,False
ACC-006500,CO-0000391,SMB,11-50,Education,North America,self_serve,2024-06-20,10.7,False
ACC-006501,CO-0085918,SMB,1-10,Retail/E-commerce,North America,self_serve,2021-07-25,26.2,True
ACC-006502,CO-0041998,SMB,1-10,Retail/E-commerce,EMEA,self_serve,2024-09-26,11.7,False
ACC-006503,CO-0021995,Commercial,11-50,Retail/E-commerce,EMEA,self_serve,2024-04-01,14.5,False
ACC-006504,CO-0012967,SMB,1-10,Retail/E-commerce,North America,self_serve,2024-03-17,15.3,False
ACC-006505,CO-0037490,SMB,11-50,Financial Services,North America,self_serve,2024-11-05,33.5,False
ACC-006506,CO-0089366,SMB,1-10,Public Sector,EMEA,self_serve,2024-03-07,21.8,True
ACC-006507,CO-0076674,SMB,11-50,Retail/E-commerce,APAC,inbound_marketing,2021-12-15,13.3,False
ACC-006508,CO-0005242,SMB,1-10,Manufacturing,North America,self_serve,2023-02-23,29.8,False
ACC-006509,CO-0008432,SMB,1-10,Manufacturing,EMEA,self_serve,2024-01-06,27.3,False
ACC-006510,CO-0104865,SMB,1-10,Healthcare,North America,self_serve,2025-10-17,20.7,False
ACC-006511,CO-0112121,SMB,1-10,Manufacturing,APAC,self_serve,2025-12-18,23.5,True
ACC-006512,CO-0121885,SMB,11-50,Manufacturing,North America,self_serve,2025-08-09,31.7,False
ACC-006513,CO-0019020,SMB,51-200,Healthcare,North America,inbound_marketing,2024-01-17,33.8,False
ACC-006514,CO-0055896,SMB,51-200,Media/Entertainment,North America,self_serve,2025-06-14,36.8,False
ACC-006515,CO-0017704,SMB,1-10,Financial Services,EMEA,self_serve,2025-07-11,23.9,False
ACC-006516,CO-0104536,SMB,11-50,Technology/SaaS,North America,inbound_marketing,2024-10-06,35.6,False
ACC-006517,CO-0010701,SMB,201-1000,Professional Services,North America,self_serve,2023-03-24,38.8,False
ACC-006518,CO-0089002,SMB,11-50,Professional Services,EMEA,self_serve,2025-08-21,30.8,False
ACC-006519,CO-0028982,SMB,1-10,Technology/SaaS,North America,self_serve,2023-08-21,24.3,False
ACC-006520,CO-0104815,SMB,1-10,Retail/E-commerce,North America,inbound_marketing,2023-06-04,15.0,False
ACC-006521,CO-0072753,SMB,1-10,Education,EMEA,self_serve,2025-03-13,27.0,True
ACC-006522,CO-0081647,SMB,1-10,Manufacturing,North America,self_serve,2023-10-14,28.9,True
ACC-006523,CO-0060369,SMB,1-10,Financial Services,North America,self_serve,2025-08-23,34.5,False
ACC-006524,CO-0021505,Commercial,1-10,Healthcare,North America,self_serve,2022-01-25,22.8,False
ACC-006525,CO-0118704,SMB,1-10,Financial Services,North America,self_serve,2024-08-15,39.0,False
ACC-006526,CO-0063625,SMB,1-10,Financial Services,North America,self_serve,2024-06-17,37.5,True
ACC-006527,CO-0039483,SMB,1-10,Education,North America,self_serve,2024-01-02,16.7,False
ACC-006528,CO-0003429,SMB,1-10,Healthcare,APAC,inbound_marketing,2025-02-28,24.4,False
ACC-006529,CO-0076358,SMB,51-200,Financial Services,North America,self_serve,2025-09-19,38.2,False
ACC-006530,CO-0050366,SMB,51-200,Retail/E-commerce,EMEA,self_serve,2023-02-17,34.7,False
ACC-006531,CO-0088312,SMB,1-10,Healthcare,APAC,self_serve,2025-07-27,25.3,False
ACC-006532,CO-0115968,SMB,1-10,Logistics/Supply Chain,EMEA,inbound_marketing,2025-08-15,17.5,False
ACC-006533,CO-0073731,Commercial,1-10,Logistics/Supply Chain,North America,inbound_marketing,2025-03-26,10.7,True
ACC-006534,CO-0048605,SMB,11-50,Technology/SaaS,North America,self_serve,2024-02-04,37.3,False
ACC-006535,CO-0095974,SMB,11-50,Professional Services,APAC,self_serve,2023-01-25,34.4,False
ACC-006536,CO-0040028,SMB,51-200,Professional Services,North America,self_serve,2021-08-17,25.5,False
ACC-006537,CO-0073346,SMB,1-10,Media/Entertainment,North America,inbound_marketing,2020-07-19,15.1,False
ACC-006538,CO-0035418,SMB,11-50,Technology/SaaS,EMEA,self_serve,2024-08-25,34.5,False
ACC-006539,CO-0099069,SMB,1-10,Technology/SaaS,North America,self_serve,2024-07-20,20.2,False
ACC-006540,CO-0083878,SMB,1-10,Technology/SaaS,North America,self_serve,2024-06-26,38.9,False
ACC-006541,CO-0030644,SMB,201-1000,Retail/E-commerce,EMEA,self_serve,2024-12-25,39.5,False
ACC-006542,CO-0079733,SMB,11-50,Logistics/Supply Chain,North America,inbound_marketing,2025-10-15,19.1,False
ACC-006543,CO-0029586,SMB,11-50,Logistics/Supply Chain,EMEA,self_serve,2025-08-17,27.7,False
ACC-006544,CO-0000296,SMB,11-50,Media/Entertainment,APAC,self_serve,2024-03-07,19.7,False
ACC-006545,CO-0049840,SMB,11-50,Professional Services,North America,self_serve,2025-07-25,17.2,False
ACC-006546,CO-0091299,SMB,1-10,Technology/SaaS,APAC,inbound_marketing,2025-12-13,16.0,True
ACC-006547,CO-0016696,SMB,1-10,Financial Services,North America,self_serve,2024-02-08,41.1,True
ACC-006548,CO-0055732,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2022-10-03,39.1,False
ACC-006549,CO-0087530,SMB,1-10,Manufacturing,North America,self_serve,2025-02-03,23.5,False
ACC-006550,CO-0008168,SMB,51-200,Healthcare,EMEA,inbound_marketing,2025-06-23,39.9,False
ACC-006551,CO-0033120,SMB,51-200,Technology/SaaS,APAC,self_serve,2025-05-21,28.1,False
ACC-006552,CO-0055773,SMB,1-10,Manufacturing,APAC,self_serve,2025-03-25,9.7,False
ACC-006553,CO-0045441,SMB,1-10,Media/Entertainment,North America,inbound_marketing,2025-10-08,24.7,True
ACC-006554,CO-0021737,SMB,51-200,Retail/E-commerce,North America,self_serve,2025-12-17,31.3,False
ACC-006555,CO-0072084,Commercial,1-10,Financial Services,EMEA,inbound_marketing,2023-04-02,26.2,False
ACC-006556,CO-0114215,SMB,11-50,Technology/SaaS,APAC,self_serve,2025-04-19,31.0,False
ACC-006557,CO-0015970,SMB,1-10,Financial Services,APAC,self_serve,2023-04-21,32.5,False
ACC-006558,CO-0094959,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2024-06-17,23.6,True
ACC-006559,CO-0090566,SMB,1-10,Education,North America,self_serve,2025-12-10,12.1,False
ACC-006560,CO-0020997,SMB,11-50,Professional Services,EMEA,inbound_marketing,2024-03-08,22.9,False
