company_id,employee_count_band,industry,region,is_personal_email_domain,icp_fit_score,is_customer,was_ever_customer,account_id
CO-0121236,1-10,Technology/SaaS,North America,True,17.7,False,False,
CO-0121237,1-10,Technology/SaaS,EMEA,False,16.2,False,False,
CO-0121238,11-50,Retail/E-commerce,EMEA,False,15.1,False,False,
CO-0121239,1001-5000,Healthcare,APAC,False,64.5,False,False,
CO-0121240,51-200,Retail/E-commerce,North America,False,35.9,False,False,
CO-0121241,51-200,Manufacturing,North America,False,43.0,False,False,
CO-0121242,1-10,Manufacturing,EMEA,True,15.1,False,False,
CO-0121243,1-10,Logistics/Supply Chain,EMEA,False,30.4,False,False,
CO-0121244,11-50,Manufacturing,North America,False,27.5,False,False,
CO-0121245,51-200,Manufacturing,North America,False,36.6,False,False,
CO-0121246,1-10,Professional Services,North America,False,4.1,False,False,
CO-0121247,1-10,Media/Entertainment,EMEA,False,17.8,False,False,
CO-0121248,1001-5000,Healthcare,EMEA,False,74.1,False,False,
CO-0121249,201-1000,Professional Services,North America,False,53.7,False,False,
CO-0121250,201-1000,Retail/E-commerce,APAC,False,42.0,False,False,
CO-0121251,1-10,Retail/E-commerce,North America,False,3.1,False,False,
CO-0121252,11-50,Education,LATAM,False,18.7,False,False,
CO-0121253,1-10,Logistics/Supply Chain,EMEA,False,21.8,False,False,
CO-0121254,11-50,Retail/E-commerce,North America,False,19.6,False,False,
CO-0121255,1001-5000,Professional Services,North America,False,68.0,False,False,
CO-0121256,1-10,Professional Services,North America,False,15.0,False,False,
CO-0121257,11-50,Healthcare,North America,False,16.4,False,False,
CO-0121258,11-50,Professional Services,North America,False,36.6,False,False,
CO-0121259,1-10,Retail/E-commerce,EMEA,True,12.7,False,False,
CO-0121260,1-10,Media/Entertainment,North America,False,11.3,False,False,
CO-0121261,51-200,Retail/E-commerce,North America,False,29.5,False,False,
CO-0121262,1-10,Media/Entertainment,North America,False,14.0,False,False,
CO-0121263,5001-20000,Healthcare,North America,False,79.6,False,False,
CO-0121264,51-200,Technology/SaaS,North America,False,50.8,False,False,
CO-0121265,1-10,Retail/E-commerce,North America,False,18.7,False,False,
CO-0121266,1-10,Financial Services,LATAM,False,28.3,False,False,
CO-0121267,1-10,Retail/E-commerce,North America,False,15.0,False,False,
CO-0121268,51-200,Professional Services,North America,False,53.5,False,False,
CO-0121269,1-10,Media/Entertainment,APAC,True,25.1,False,False,
CO-0121270,1-10,Technology/SaaS,North America,True,26.4,False,False,
CO-0121271,1-10,Technology/SaaS,EMEA,False,23.6,False,False,
CO-0121272,51-200,Professional Services,EMEA,False,26.2,False,False,
CO-0121273,11-50,Technology/SaaS,EMEA,False,31.9,True,True,ACC-006704
CO-0121274,51-200,Media/Entertainment,EMEA,False,33.2,False,False,
CO-0121275,1-10,Financial Services,North America,False,34.6,False,False,
CO-0121276,201-1000,Professional Services,North America,False,45.8,False,False,
CO-0121277,1-10,Logistics/Supply Chain,North America,True,31.5,False,False,
CO-0121278,11-50,Media/Entertainment,North America,False,22.7,False,False,
CO-0121279,11-50,Professional Services,North America,False,11.6,False,False,
CO-0121280,1-10,Professional Services,North America,False,18.7,False,False,
CO-0121281,1-10,Technology/SaaS,EMEA,True,12.6,False,False,
CO-0121282,1-10,Manufacturing,North America,False,31.9,False,False,
CO-0121283,1-10,Public Sector,EMEA,False,34.5,False,False,
CO-0121284,5001-20000,Retail/E-commerce,EMEA,False,65.9,False,False,
CO-0121285,51-200,Media/Entertainment,EMEA,False,41.5,False,False,
CO-0121286,51-200,Healthcare,North America,False,45.3,False,False,
CO-0121287,1-10,Professional Services,North America,True,16.9,False,False,
CO-0121288,51-200,Retail/E-commerce,North America,False,31.9,False,False,
CO-0121289,1-10,Manufacturing,EMEA,False,27.3,False,False,
CO-0121290,11-50,Professional Services,North America,False,25.4,False,False,
CO-0121291,11-50,Manufacturing,North America,False,31.7,False,False,
CO-0121292,1-10,Manufacturing,APAC,False,21.5,False,False,
CO-0121293,5001-20000,Public Sector,EMEA,False,77.7,False,False,
CO-0121294,51-200,Logistics/Supply Chain,EMEA,False,30.6,False,False,
CO-0121295,1-10,Technology/SaaS,North America,False,21.8,False,False,
CO-0121296,201-1000,Retail/E-commerce,APAC,False,34.0,False,False,
CO-0121297,1-10,Professional Services,North America,False,14.1,False,False,
CO-0121298,1-10,Technology/SaaS,North America,False,27.8,True,True,ACC-003579
CO-0121299,1-10,Logistics/Supply Chain,North America,False,25.8,False,False,
CO-0121300,11-50,Professional Services,EMEA,False,21.3,False,False,
CO-0121301,1-10,Manufacturing,EMEA,False,19.4,False,False,
CO-0121302,1-10,Financial Services,North America,False,20.9,False,False,
CO-0121303,11-50,Media/Entertainment,North America,False,22.3,False,False,
CO-0121304,1-10,Retail/E-commerce,North America,False,17.1,False,False,
CO-0121305,11-50,Professional Services,LATAM,False,8.8,False,False,
CO-0121306,1-10,Professional Services,North America,False,31.8,True,True,ACC-003377
CO-0121307,1-10,Technology/SaaS,APAC,True,27.8,False,False,
CO-0121308,1-10,Retail/E-commerce,LATAM,True,16.6,False,False,
CO-0121309,201-1000,Education,EMEA,False,38.9,False,False,
CO-0121310,1-10,Retail/E-commerce,North America,True,14.4,False,False,
CO-0121311,51-200,Professional Services,EMEA,False,27.5,False,False,
CO-0121312,51-200,Technology/SaaS,EMEA,False,39.9,False,False,
CO-0121313,51-200,Logistics/Supply Chain,EMEA,False,45.3,False,False,
CO-0121314,1-10,Healthcare,North America,False,15.6,False,False,
CO-0121315,51-200,Technology/SaaS,North America,False,41.2,False,False,
CO-0121316,11-50,Technology/SaaS,North America,False,35.5,True,True,ACC-001829
CO-0121317,1-10,Media/Entertainment,APAC,False,36.5,False,False,
CO-0121318,11-50,Retail/E-commerce,EMEA,False,35.2,False,False,
CO-0121319,1-10,Financial Services,North America,True,29.8,False,False,
CO-0121320,11-50,Healthcare,APAC,False,25.2,False,False,
CO-0121321,11-50,Media/Entertainment,North America,False,26.4,False,False,
CO-0121322,11-50,Logistics/Supply Chain,North America,False,28.7,False,False,
CO-0121323,11-50,Retail/E-commerce,North America,False,20.6,False,False,
CO-0121324,1-10,Logistics/Supply Chain,North America,True,24.6,False,False,
CO-0121325,11-50,Logistics/Supply Chain,APAC,False,28.1,False,False,
CO-0121326,51-200,Technology/SaaS,North America,False,51.5,False,False,
CO-0121327,201-1000,Financial Services,APAC,False,56.9,False,False,
CO-0121328,201-1000,Retail/E-commerce,North America,False,41.1,False,False,
CO-0121329,5001-20000,Media/Entertainment,EMEA,False,65.9,False,False,
CO-0121330,11-50,Logistics/Supply Chain,North America,False,29.9,False,False,
CO-0121331,51-200,Financial Services,North America,False,50.0,False,False,
CO-0121332,201-1000,Media/Entertainment,North America,False,42.8,False,False,
CO-0121333,1001-5000,Technology/SaaS,EMEA,False,65.9,False,False,
CO-0121334,11-50,Manufacturing,North America,False,25.8,False,False,
CO-0121335,1-10,Retail/E-commerce,EMEA,False,0.5,False,False,
CO-0121336,1-10,Media/Entertainment,APAC,False,9.1,False,False,
CO-0121337,11-50,Healthcare,EMEA,False,38.2,False,False,
CO-0121338,1-10,Manufacturing,North America,False,17.8,False,False,
CO-0121339,11-50,Professional Services,EMEA,False,24.7,False,False,
CO-0121340,51-200,Manufacturing,APAC,False,31.0,False,False,
CO-0121341,51-200,Technology/SaaS,North America,False,40.6,False,False,
CO-0121342,11-50,Media/Entertainment,North America,False,28.1,False,False,
CO-0121343,1-10,Education,North America,False,17.4,False,False,
CO-0121344,1-10,Public Sector,North America,False,21.6,False,False,
CO-0121345,1-10,Financial Services,EMEA,False,24.9,False,False,
CO-0121346,1-10,Technology/SaaS,North America,True,17.0,False,False,
CO-0121347,1-10,Public Sector,North America,False,21.9,False,False,
CO-0121348,1-10,Logistics/Supply Chain,North America,False,23.8,False,False,
CO-0121349,1-10,Professional Services,APAC,False,19.5,False,False,
CO-0121350,1-10,Technology/SaaS,APAC,False,31.9,False,False,
CO-0121351,1001-5000,Professional Services,North America,False,60.4,False,False,
CO-0121352,1-10,Manufacturing,APAC,False,28.2,False,False,
CO-0121353,11-50,Professional Services,APAC,False,19.7,False,False,
CO-0121354,1-10,Education,North America,False,8.4,False,False,
CO-0121355,1-10,Technology/SaaS,North America,False,28.2,False,False,
CO-0121356,1-10,Retail/E-commerce,North America,True,11.0,False,False,
CO-0121357,201-1000,Financial Services,EMEA,False,55.7,False,False,
CO-0121358,1-10,Media/Entertainment,North America,False,12.0,False,False,
CO-0121359,11-50,Manufacturing,North America,False,25.7,False,False,
CO-0121360,1-10,Retail/E-commerce,North America,False,18.5,False,False,
CO-0121361,11-50,Media/Entertainment,North America,False,20.9,False,False,
CO-0121362,11-50,Media/Entertainment,EMEA,False,14.0,False,False,
CO-0121363,1-10,Logistics/Supply Chain,EMEA,False,11.9,False,False,
CO-0121364,11-50,Financial Services,North America,False,23.7,False,False,
CO-0121365,11-50,Education,North America,False,15.1,False,False,
CO-0121366,1-10,Professional Services,EMEA,True,12.8,False,False,
CO-0121367,51-200,Financial Services,LATAM,False,30.9,False,False,
CO-0121368,1-10,Media/Entertainment,North America,False,17.7,True,True,ACC-002399
CO-0121369,1-10,Manufacturing,APAC,False,26.5,False,False,
CO-0121370,201-1000,Professional Services,LATAM,False,40.5,False,False,
CO-0121371,1-10,Logistics/Supply Chain,APAC,False,14.9,False,False,
CO-0121372,1001-5000,Education,North America,False,59.8,False,False,
CO-0121373,11-50,Financial Services,North America,False,33.7,False,False,
CO-0121374,51-200,Education,APAC,False,22.6,False,False,
CO-0121375,1-10,Healthcare,APAC,False,15.0,False,False,
CO-0121376,5001-20000,Public Sector,North America,False,81.8,False,False,
CO-0121377,1-10,Technology/SaaS,APAC,False,35.5,False,False,
CO-0121378,1-10,Media/Entertainment,North America,True,1.4,False,False,
CO-0121379,11-50,Retail/E-commerce,North America,False,13.9,False,False,
CO-0121380,1-10,Technology/SaaS,North America,False,16.2,False,False,
CO-0121381,11-50,Healthcare,North America,False,28.0,False,False,
CO-0121382,1-10,Media/Entertainment,EMEA,False,15.1,False,False,
CO-0121383,1-10,Professional Services,EMEA,False,9.7,True,True,ACC-006582
CO-0121384,1-10,Professional Services,North America,False,13.5,False,False,
CO-0121385,1-10,Retail/E-commerce,North America,False,15.3,False,False,
CO-0121386,1-10,Professional Services,North America,False,16.2,False,False,
CO-0121387,51-200,Logistics/Supply Chain,North America,False,30.7,False,False,
CO-0121388,1-10,Financial Services,North America,True,16.2,False,False,
CO-0121389,1-10,Healthcare,North America,False,4.9,False,False,
CO-0121390,1-10,Education,LATAM,False,0.9,False,False,
CO-0121391,201-1000,Healthcare,North America,False,60.9,False,False,
CO-0121392,11-50,Financial Services,North America,False,27.7,False,False,
CO-0121393,1-10,Retail/E-commerce,North America,False,7.0,False,False,
CO-0121394,1-10,Public Sector,EMEA,False,19.0,False,False,
CO-0121395,1-10,Technology/SaaS,APAC,True,11.4,False,False,
CO-0121396,1-10,Public Sector,EMEA,False,16.0,True,True,ACC-005989
CO-0121397,1-10,Logistics/Supply Chain,APAC,False,17.5,False,False,
CO-0121398,1-10,Manufacturing,North America,False,24.2,False,False,
CO-0121399,1-10,Technology/SaaS,APAC,False,20.6,False,False,
CO-0121400,1-10,Media/Entertainment,North America,False,35.6,False,False,
CO-0121401,11-50,Healthcare,EMEA,False,32.8,False,False,
CO-0121402,11-50,Logistics/Supply Chain,North America,False,41.1,False,False,
CO-0121403,1-10,Retail/E-commerce,North America,False,16.3,True,True,ACC-003820
CO-0121404,201-1000,Retail/E-commerce,North America,False,39.9,False,False,
CO-0121405,1-10,Media/Entertainment,LATAM,False,11.7,False,False,
CO-0121406,51-200,Financial Services,North America,False,45.4,False,False,
CO-0121407,51-200,Logistics/Supply Chain,North America,False,55.9,False,False,
CO-0121408,1-10,Technology/SaaS,APAC,False,32.4,False,False,
CO-0121409,11-50,Manufacturing,EMEA,False,35.8,False,False,
CO-0121410,201-1000,Healthcare,North America,False,49.6,False,False,
CO-0121411,1-10,Media/Entertainment,EMEA,True,7.5,False,False,
CO-0121412,1-10,Retail/E-commerce,APAC,False,11.5,False,False,
CO-0121413,1-10,Technology/SaaS,EMEA,False,26.9,False,False,
CO-0121414,51-200,Manufacturing,EMEA,False,39.0,True,True,ACC-005993
CO-0121415,1-10,Retail/E-commerce,EMEA,False,20.9,False,False,
CO-0121416,51-200,Education,North America,False,25.7,False,False,
CO-0121417,1-10,Manufacturing,EMEA,False,32.8,False,False,
CO-0121418,201-1000,Manufacturing,EMEA,False,58.8,False,False,
CO-0121419,1-10,Media/Entertainment,North America,False,21.8,False,False,
CO-0121420,51-200,Professional Services,EMEA,False,41.0,False,False,
CO-0121421,11-50,Education,North America,False,19.7,False,False,
CO-0121422,1-10,Education,EMEA,False,13.5,False,False,
CO-0121423,1-10,Financial Services,North America,False,39.5,False,False,
CO-0121424,1-10,Healthcare,EMEA,False,40.0,False,False,
CO-0121425,201-1000,Professional Services,LATAM,False,38.7,False,False,
CO-0121426,201-1000,Technology/SaaS,APAC,False,51.3,False,False,
CO-0121427,1-10,Professional Services,EMEA,False,21.3,True,True,ACC-005007
CO-0121428,1-10,Manufacturing,LATAM,False,13.3,False,False,
CO-0121429,1-10,Manufacturing,North America,False,29.7,False,False,
CO-0121430,1-10,Media/Entertainment,North America,False,17.5,False,False,
CO-0121431,1-10,Retail/E-commerce,EMEA,False,12.7,False,False,
CO-0121432,1-10,Professional Services,North America,False,19.6,True,True,ACC-006438
CO-0121433,1-10,Professional Services,North America,False,29.5,False,False,
CO-0121434,1-10,Financial Services,North America,False,33.9,False,False,
CO-0121435,1-10,Financial Services,EMEA,False,30.5,True,True,ACC-006781
CO-0121436,1-10,Technology/SaaS,North America,False,26.9,False,False,
CO-0121437,51-200,Retail/E-commerce,North America,False,24.4,False,False,
CO-0121438,51-200,Public Sector,EMEA,False,38.7,False,False,
CO-0121439,51-200,Professional Services,North America,False,43.9,False,False,
CO-0121440,11-50,Retail/E-commerce,North America,False,14.9,False,False,
CO-0121441,1001-5000,Public Sector,EMEA,False,65.5,False,False,
CO-0121442,1-10,Technology/SaaS,North America,False,19.6,False,False,
CO-0121443,51-200,Education,APAC,False,33.3,False,False,
CO-0121444,11-50,Manufacturing,North America,False,32.3,False,False,
CO-0121445,1-10,Technology/SaaS,North America,False,18.7,False,False,
CO-0121446,51-200,Financial Services,North America,False,43.5,False,False,
CO-0121447,11-50,Technology/SaaS,North America,False,33.0,False,False,
CO-0121448,51-200,Financial Services,North America,False,44.3,False,False,
CO-0121449,11-50,Retail/E-commerce,North America,False,18.5,False,False,
CO-0121450,11-50,Financial Services,North America,False,35.6,False,False,
CO-0121451,201-1000,Healthcare,APAC,False,52.4,False,False,
CO-0121452,11-50,Healthcare,APAC,False,15.2,False,False,
CO-0121453,1-10,Professional Services,North America,False,11.2,False,False,
CO-0121454,1-10,Education,North America,False,18.2,False,False,
CO-0121455,1-10,Media/Entertainment,EMEA,True,27.2,False,False,
CO-0121456,1-10,Education,North America,False,19.9,False,False,
CO-0121457,201-1000,Retail/E-commerce,North America,False,42.5,False,False,
CO-0121458,1-10,Education,APAC,False,10.8,False,False,
CO-0121459,1-10,Retail/E-commerce,North America,False,0.0,False,False,
CO-0121460,1-10,Technology/SaaS,North America,False,24.7,False,False,
CO-0121461,1-10,Retail/E-commerce,North America,False,17.2,False,False,
CO-0121462,1-10,Education,EMEA,True,31.6,False,False,
CO-0121463,51-200,Retail/E-commerce,North America,False,29.5,False,False,
CO-0121464,1001-5000,Financial Services,EMEA,False,74.2,False,False,
CO-0121465,1-10,Education,EMEA,False,8.8,False,False,
CO-0121466,1-10,Technology/SaaS,North America,False,34.2,False,False,
CO-0121467,11-50,Retail/E-commerce,EMEA,False,11.8,False,False,
CO-0121468,11-50,Public Sector,EMEA,False,37.4,False,False,
CO-0121469,1-10,Media/Entertainment,North America,False,12.7,False,False,
CO-0121470,201-1000,Financial Services,North America,False,73.2,False,False,
CO-0121471,1-10,Manufacturing,APAC,False,31.7,False,False,
CO-0121472,51-200,Technology/SaaS,North America,False,37.0,False,False,
CO-0121473,1-10,Healthcare,EMEA,False,32.5,False,False,
CO-0121474,51-200,Public Sector,North America,False,45.0,False,False,
CO-0121475,1-10,Healthcare,North America,False,20.9,False,False,
CO-0121476,51-200,Manufacturing,APAC,False,44.4,False,False,
CO-0121477,1-10,Logistics/Supply Chain,EMEA,False,14.2,False,False,
CO-0121478,5001-20000,Financial Services,North America,False,83.1,False,False,
CO-0121479,51-200,Professional Services,North America,False,30.7,False,False,
CO-0121480,201-1000,Professional Services,EMEA,False,56.4,False,False,
CO-0121481,1-10,Education,North America,False,18.4,False,False,
CO-0121482,1-10,Technology/SaaS,North America,False,17.2,False,False,
CO-0121483,1-10,Manufacturing,LATAM,False,20.9,False,False,
CO-0121484,1-10,Technology/SaaS,EMEA,True,21.0,False,False,
CO-0121485,1-10,Technology/SaaS,EMEA,False,26.9,False,False,
CO-0121486,1001-5000,Professional Services,North America,False,50.2,False,False,
CO-0121487,11-50,Financial Services,APAC,False,26.7,False,False,
CO-0121488,1-10,Manufacturing,EMEA,False,20.4,False,False,
CO-0121489,1001-5000,Public Sector,North America,False,61.5,False,False,
CO-0121490,11-50,Manufacturing,North America,False,38.7,True,True,ACC-001746
CO-0121491,51-200,Logistics/Supply Chain,APAC,False,22.8,False,False,
CO-0121492,11-50,Retail/E-commerce,North America,False,35.9,False,False,
CO-0121493,1-10,Professional Services,North America,True,17.4,True,True,ACC-000859
CO-0121494,201-1000,Media/Entertainment,North America,False,46.1,False,False,
CO-0121495,1-10,Professional Services,North America,False,16.9,True,True,ACC-002965
CO-0121496,1-10,Public Sector,EMEA,True,26.3,False,False,
CO-0121497,1-10,Media/Entertainment,EMEA,False,3.6,False,False,
CO-0121498,11-50,Education,North America,False,13.8,False,False,
CO-0121499,1-10,Financial Services,APAC,False,25.0,False,False,
CO-0121500,1-10,Technology/SaaS,EMEA,False,20.8,False,False,
CO-0121501,51-200,Manufacturing,North America,False,46.8,False,False,
CO-0121502,1-10,Technology/SaaS,North America,False,20.2,True,True,ACC-003008
CO-0121503,1-10,Public Sector,North America,False,23.4,False,False,
CO-0121504,51-200,Financial Services,LATAM,False,40.9,False,False,
CO-0121505,201-1000,Financial Services,North America,False,62.4,False,False,
CO-0121506,1-10,Logistics/Supply Chain,North America,False,24.6,False,False,
CO-0121507,1-10,Financial Services,APAC,False,31.9,False,False,
CO-0121508,1-10,Public Sector,EMEA,False,34.1,False,False,
CO-0121509,201-1000,Technology/SaaS,North America,False,50.1,False,False,
CO-0121510,1-10,Logistics/Supply Chain,North America,False,26.3,False,False,
CO-0121511,1-10,Financial Services,EMEA,True,29.8,False,False,
CO-0121512,11-50,Retail/E-commerce,APAC,False,13.6,False,False,
CO-0121513,11-50,Retail/E-commerce,EMEA,False,18.4,False,False,
CO-0121514,51-200,Retail/E-commerce,EMEA,False,30.9,False,False,
CO-0121515,1-10,Education,North America,False,19.6,False,False,
CO-0121516,1-10,Education,APAC,False,13.0,False,False,
CO-0121517,1-10,Technology/SaaS,APAC,False,30.2,False,False,
CO-0121518,1-10,Manufacturing,APAC,True,8.8,False,False,
CO-0121519,51-200,Healthcare,APAC,False,30.4,False,False,
CO-0121520,1001-5000,Professional Services,North America,False,62.3,False,False,
CO-0121521,1-10,Education,EMEA,True,8.7,False,False,
CO-0121522,1-10,Technology/SaaS,North America,False,31.4,False,False,
CO-0121523,51-200,Public Sector,LATAM,False,40.7,False,False,
CO-0121524,11-50,Public Sector,APAC,False,30.2,False,False,
CO-0121525,1-10,Manufacturing,North America,False,29.3,False,False,
CO-0121526,1-10,Retail/E-commerce,EMEA,False,24.6,False,False,
CO-0121527,1-10,Financial Services,North America,False,27.3,False,False,
CO-0121528,1-10,Manufacturing,LATAM,True,25.3,False,False,
CO-0121529,1-10,Retail/E-commerce,North America,False,17.6,False,False,
CO-0121530,11-50,Professional Services,North America,False,35.7,False,False,
CO-0121531,201-1000,Technology/SaaS,APAC,False,46.4,False,False,
CO-0121532,1-10,Professional Services,North America,False,26.2,False,False,
CO-0121533,1-10,Media/Entertainment,EMEA,False,15.2,False,False,
CO-0121534,1-10,Financial Services,North America,True,34.0,False,False,
CO-0121535,1001-5000,Manufacturing,North America,False,79.9,False,False,
CO-0121536,201-1000,Retail/E-commerce,APAC,False,48.3,False,False,
CO-0121537,1-10,Financial Services,North America,False,31.7,False,False,
CO-0121538,11-50,Professional Services,EMEA,False,28.4,False,False,
CO-0121539,11-50,Technology/SaaS,North America,False,28.1,False,False,
CO-0121540,1001-5000,Healthcare,EMEA,False,55.1,False,False,
CO-0121541,1-10,Education,EMEA,False,15.5,False,False,
CO-0121542,51-200,Technology/SaaS,North America,False,51.7,False,False,
CO-0121543,51-200,Media/Entertainment,North America,False,33.5,True,True,ACC-002622
CO-0121544,11-50,Logistics/Supply Chain,North America,False,18.9,False,False,
CO-0121545,1-10,Healthcare,North America,False,12.4,False,False,
CO-0121546,5001-20000,Financial Services,North America,False,85.0,False,False,
CO-0121547,201-1000,Media/Entertainment,LATAM,False,44.2,False,False,
CO-0121548,1-10,Retail/E-commerce,North America,False,12.2,False,False,
CO-0121549,11-50,Logistics/Supply Chain,EMEA,False,15.4,False,False,
CO-0121550,1-10,Public Sector,North America,False,17.9,False,False,
CO-0121551,1-10,Logistics/Supply Chain,North America,True,22.9,False,False,
CO-0121552,51-200,Technology/SaaS,North America,False,33.4,False,False,
CO-0121553,1-10,Financial Services,LATAM,False,15.5,False,False,
CO-0121554,11-50,Retail/E-commerce,North America,False,12.9,False,False,
CO-0121555,11-50,Education,EMEA,False,6.4,False,False,
CO-0121556,201-1000,Healthcare,North America,False,56.7,False,False,
CO-0121557,11-50,Manufacturing,EMEA,False,34.7,False,False,
CO-0121558,11-50,Financial Services,North America,False,44.2,False,False,
CO-0121559,11-50,Professional Services,North America,False,22.0,False,False,
CO-0121560,1-10,Retail/E-commerce,APAC,False,8.8,False,False,
CO-0121561,1-10,Financial Services,EMEA,True,37.8,False,False,
CO-0121562,11-50,Professional Services,North America,False,20.0,False,False,
CO-0121563,11-50,Logistics/Supply Chain,North America,False,17.6,False,False,
CO-0121564,1-10,Healthcare,North America,False,28.2,False,False,
CO-0121565,1-10,Financial Services,EMEA,False,26.4,False,False,
CO-0121566,1-10,Professional Services,North America,False,19.5,False,False,
CO-0121567,1-10,Healthcare,North America,False,10.4,False,False,
CO-0121568,1-10,Technology/SaaS,North America,False,28.1,False,False,
CO-0121569,51-200,Media/Entertainment,North America,False,53.1,False,False,
CO-0121570,51-200,Professional Services,North America,False,37.6,False,False,
CO-0121571,1-10,Healthcare,APAC,False,8.7,False,False,
CO-0121572,1-10,Media/Entertainment,North America,False,18.2,False,False,
CO-0121573,1-10,Retail/E-commerce,North America,False,14.8,True,True,ACC-001401
CO-0121574,20000+,Public Sector,APAC,False,71.5,False,False,
CO-0121575,1-10,Education,EMEA,False,13.8,False,False,
CO-0121576,201-1000,Retail/E-commerce,North America,False,42.2,False,False,
CO-0121577,11-50,Public Sector,North America,False,38.2,False,False,
CO-0121578,11-50,Professional Services,APAC,False,16.6,False,False,
CO-0121579,1-10,Professional Services,North America,False,29.8,True,True,ACC-006840
CO-0121580,1-10,Manufacturing,EMEA,True,26.3,False,False,
CO-0121581,1-10,Technology/SaaS,APAC,False,24.9,False,False,
CO-0121582,201-1000,Financial Services,APAC,False,48.1,False,False,
CO-0121583,11-50,Public Sector,North America,False,37.3,False,False,
CO-0121584,51-200,Technology/SaaS,North America,False,45.2,False,False,
CO-0121585,51-200,Retail/E-commerce,North America,False,42.9,False,False,
CO-0121586,11-50,Healthcare,EMEA,False,16.7,False,False,
CO-0121587,11-50,Professional Services,EMEA,False,32.2,False,False,
CO-0121588,51-200,Public Sector,EMEA,False,45.0,False,False,
CO-0121589,11-50,Retail/E-commerce,North America,False,38.3,False,False,
CO-0121590,11-50,Retail/E-commerce,North America,False,18.5,False,False,
CO-0121591,11-50,Technology/SaaS,North America,False,32.9,False,False,
CO-0121592,5001-20000,Public Sector,North America,False,78.8,False,False,
CO-0121593,20000+,Logistics/Supply Chain,EMEA,False,69.1,False,False,
CO-0121594,11-50,Professional Services,North America,False,25.6,False,False,
CO-0121595,1-10,Media/Entertainment,EMEA,False,19.2,False,False,
CO-0121596,1-10,Technology/SaaS,North America,False,21.9,False,False,
CO-0121597,1-10,Technology/SaaS,North America,True,19.8,False,False,
CO-0121598,51-200,Healthcare,North America,False,45.8,False,False,
CO-0121599,1-10,Financial Services,North America,True,26.5,False,False,
CO-0121600,1-10,Retail/E-commerce,EMEA,True,2.2,False,False,
CO-0121601,11-50,Logistics/Supply Chain,EMEA,False,14.0,False,False,
CO-0121602,1-10,Manufacturing,North America,True,27.9,True,True,ACC-005815
CO-0121603,11-50,Media/Entertainment,North America,False,27.2,True,True,ACC-004939
CO-0121604,51-200,Financial Services,North America,False,54.7,False,False,
CO-0121605,51-200,Professional Services,EMEA,False,32.1,False,False,
CO-0121606,11-50,Retail/E-commerce,APAC,False,26.0,True,True,ACC-002708
CO-0121607,201-1000,Healthcare,North America,False,50.8,True,True,ACC-000154
CO-0121608,201-1000,Media/Entertainment,North America,False,47.5,False,False,
CO-0121609,1-10,Professional Services,North America,False,19.4,False,False,
CO-0121610,11-50,Financial Services,EMEA,False,42.3,False,False,
CO-0121611,11-50,Healthcare,North America,False,31.2,False,False,
CO-0121612,1-10,Logistics/Supply Chain,North America,False,37.4,False,False,
CO-0121613,1-10,Healthcare,North America,True,17.3,False,False,
CO-0121614,11-50,Logistics/Supply Chain,EMEA,False,25.6,False,False,
CO-0121615,1001-5000,Education,APAC,False,47.1,False,False,
CO-0121616,1-10,Technology/SaaS,APAC,False,22.7,False,False,
CO-0121617,201-1000,Technology/SaaS,North America,False,63.6,False,False,
CO-0121618,1-10,Technology/SaaS,North America,True,30.1,False,False,
CO-0121619,11-50,Public Sector,North America,False,33.2,False,False,
CO-0121620,1-10,Healthcare,APAC,False,33.4,False,False,
CO-0121621,51-200,Manufacturing,North America,False,43.8,False,False,
CO-0121622,51-200,Healthcare,North America,False,38.7,False,False,
CO-0121623,201-1000,Education,North America,False,44.5,False,False,
CO-0121624,201-1000,Healthcare,North America,False,63.1,False,False,
CO-0121625,1-10,Financial Services,North America,True,29.9,False,False,
CO-0121626,1-10,Education,North America,False,15.7,False,False,
CO-0121627,1-10,Healthcare,North America,False,9.9,False,False,
CO-0121628,51-200,Healthcare,EMEA,False,36.0,False,False,
CO-0121629,1-10,Professional Services,North America,True,12.9,False,False,
CO-0121630,51-200,Retail/E-commerce,EMEA,False,36.7,False,False,
CO-0121631,1001-5000,Retail/E-commerce,APAC,False,57.2,False,False,
CO-0121632,11-50,Financial Services,North America,False,36.6,False,False,
CO-0121633,11-50,Logistics/Supply Chain,APAC,False,22.1,False,False,
CO-0121634,1-10,Logistics/Supply Chain,EMEA,False,17.3,False,False,
CO-0121635,11-50,Technology/SaaS,APAC,False,22.3,False,False,
CO-0121636,1-10,Financial Services,North America,True,33.1,False,False,
CO-0121637,201-1000,Media/Entertainment,APAC,False,46.0,False,False,
CO-0121638,51-200,Manufacturing,LATAM,False,41.5,False,False,
CO-0121639,1001-5000,Manufacturing,EMEA,False,62.2,False,False,
CO-0121640,1001-5000,Education,APAC,False,59.7,False,False,
CO-0121641,51-200,Education,APAC,False,31.3,False,False,
CO-0121642,1-10,Logistics/Supply Chain,North America,False,33.1,True,True,ACC-007390
CO-0121643,1-10,Public Sector,EMEA,False,18.6,False,False,
CO-0121644,1-10,Healthcare,North America,True,34.9,False,False,
CO-0121645,201-1000,Retail/E-commerce,North America,False,38.1,False,False,
CO-0121646,11-50,Education,North America,False,11.7,False,False,
