activity_id,account_id,segment,am_rep_id,activity_date,activity_type,sentiment_score
AMT-0020477,ACC-007274,Commercial,REP-00005,2024-06-21,check_in,2.93
AMT-0020478,ACC-007274,Commercial,REP-00005,2024-07-31,check_in,2.86
AMT-0020479,ACC-007274,Commercial,REP-00005,2024-08-23,check_in,4.2
AMT-0020480,ACC-007274,Commercial,REP-00005,2025-05-29,check_in,3.52
AMT-0020481,ACC-007274,Commercial,REP-00005,2025-05-08,check_in,5.0
AMT-0020482,ACC-007274,Commercial,REP-00005,2025-05-15,check_in,3.74
AMT-0020483,ACC-007274,Commercial,REP-00005,2025-08-05,check_in,2.65
AMT-0020484,ACC-007295,Commercial,REP-00018,2020-12-30,check_in,4.2
AMT-0020485,ACC-007295,Commercial,REP-00018,2021-01-11,check_in,3.16
AMT-0020486,ACC-007295,Commercial,REP-00018,2021-01-17,check_in,4.46
AMT-0020487,ACC-007295,Commercial,REP-00018,2021-02-17,check_in,4.71
AMT-0020488,ACC-007295,Commercial,REP-00018,2021-02-28,check_in,2.59
AMT-0020489,ACC-007295,Commercial,REP-00018,2021-05-23,check_in,3.53
AMT-0020490,ACC-007295,Commercial,REP-00018,2021-09-13,check_in,4.06
AMT-0020491,ACC-007295,Commercial,REP-00018,2021-09-09,check_in,3.89
AMT-0020492,ACC-007295,Commercial,REP-00018,2021-10-19,check_in,3.89
AMT-0020493,ACC-007295,Commercial,REP-00018,2021-11-14,check_in,2.7
AMT-0020494,ACC-007295,Commercial,REP-00018,2021-12-12,check_in,3.57
AMT-0020495,ACC-007295,Commercial,REP-00018,2022-01-19,check_in,2.32
AMT-0020496,ACC-007295,Commercial,REP-00018,2022-02-16,check_in,3.34
AMT-0020497,ACC-007295,Commercial,REP-00018,2022-03-30,check_in,3.97
AMT-0020498,ACC-007295,Commercial,REP-00018,2022-05-14,check_in,4.73
AMT-0020499,ACC-007295,Commercial,REP-00018,2022-05-06,check_in,3.01
AMT-0020500,ACC-007295,Commercial,REP-00018,2022-07-21,check_in,3.99
AMT-0020501,ACC-007295,Commercial,REP-00018,2022-10-17,check_in,4.2
AMT-0020502,ACC-007295,Commercial,REP-00018,2022-11-22,check_in,2.74
AMT-0020503,ACC-007295,Commercial,REP-00018,2023-03-29,check_in,4.46
AMT-0020504,ACC-007295,Commercial,REP-00018,2023-06-01,check_in,4.1
AMT-0020505,ACC-007295,Commercial,REP-00018,2023-08-24,check_in,4.38
AMT-0020506,ACC-007295,Commercial,REP-00018,2023-09-30,check_in,3.14
AMT-0020507,ACC-007295,Commercial,REP-00018,2024-03-31,check_in,4.27
AMT-0020508,ACC-007295,Commercial,REP-00018,2024-07-16,check_in,3.68
AMT-0020509,ACC-007295,Commercial,REP-00018,2024-08-08,check_in,3.21
AMT-0020510,ACC-007295,Commercial,REP-00018,2024-08-18,check_in,3.9
AMT-0020511,ACC-007295,Commercial,REP-00018,2024-09-18,check_in,4.51
AMT-0020512,ACC-007295,Commercial,REP-00018,2024-11-13,check_in,3.06
AMT-0020513,ACC-007295,Commercial,REP-00018,2024-11-09,check_in,3.67
AMT-0020514,ACC-007295,Commercial,REP-00018,2024-12-30,check_in,3.79
AMT-0020515,ACC-007295,Commercial,REP-00018,2025-01-05,check_in,3.71
AMT-0020516,ACC-007295,Commercial,REP-00018,2025-03-07,check_in,2.76
AMT-0020517,ACC-007295,Commercial,REP-00018,2025-07-23,check_in,3.54
AMT-0020518,ACC-007297,Enterprise,REP-00036,2023-03-22,QBR,4.96
AMT-0020519,ACC-007297,Enterprise,REP-00036,2023-04-22,QBR,4.07
AMT-0020520,ACC-007297,Enterprise,REP-00036,2023-05-25,QBR,4.76
AMT-0020521,ACC-007297,Enterprise,REP-00036,2023-05-20,QBR,4.19
AMT-0020522,ACC-007297,Enterprise,REP-00036,2023-07-13,QBR,3.57
AMT-0020523,ACC-007297,Enterprise,REP-00036,2023-08-01,QBR,3.34
AMT-0020524,ACC-007297,Enterprise,REP-00036,2023-08-09,QBR,4.43
AMT-0020525,ACC-007297,Enterprise,REP-00036,2023-10-13,QBR,4.0
AMT-0020526,ACC-007297,Enterprise,REP-00036,2023-10-23,QBR,2.81
AMT-0020527,ACC-007297,Enterprise,REP-00036,2023-12-08,QBR,3.93
AMT-0020528,ACC-007297,Enterprise,REP-00036,2024-02-06,QBR,3.0
AMT-0020529,ACC-007297,Enterprise,REP-00036,2024-02-01,QBR,3.91
AMT-0020530,ACC-007297,Enterprise,REP-00036,2024-02-13,QBR,4.17
AMT-0020531,ACC-007297,Enterprise,REP-00036,2024-03-20,QBR,3.38
AMT-0020532,ACC-007297,Enterprise,REP-00036,2024-03-26,QBR,4.29
AMT-0020533,ACC-007297,Enterprise,REP-00036,2024-05-22,QBR,3.71
AMT-0020534,ACC-007297,Enterprise,REP-00036,2024-06-20,QBR,4.03
AMT-0020535,ACC-007297,Enterprise,REP-00036,2024-07-23,QBR,3.27
AMT-0020536,ACC-007297,Enterprise,REP-00036,2024-08-09,QBR,3.82
AMT-0020537,ACC-007297,Enterprise,REP-00036,2024-09-11,QBR,3.79
AMT-0020538,ACC-007297,Enterprise,REP-00036,2024-10-27,QBR,3.44
AMT-0020539,ACC-007297,Enterprise,REP-00036,2024-10-13,QBR,3.62
AMT-0020540,ACC-007297,Enterprise,REP-00036,2024-12-31,QBR,4.42
AMT-0020541,ACC-007297,Enterprise,REP-00036,2024-12-26,QBR,3.1
AMT-0020542,ACC-007297,Enterprise,REP-00036,2025-03-09,QBR,3.23
AMT-0020543,ACC-007297,Enterprise,REP-00036,2025-04-02,QBR,3.48
AMT-0020544,ACC-007297,Enterprise,REP-00036,2025-05-28,QBR,4.68
AMT-0020545,ACC-007297,Enterprise,REP-00036,2025-05-13,QBR,3.65
AMT-0020546,ACC-007297,Enterprise,REP-00036,2025-07-03,QBR,3.82
AMT-0020547,ACC-007297,Enterprise,REP-00036,2025-07-29,QBR,4.11
AMT-0020548,ACC-007297,Enterprise,REP-00036,2025-09-09,QBR,3.8
AMT-0020549,ACC-007297,Enterprise,REP-00036,2025-09-23,QBR,3.16
AMT-0020550,ACC-007297,Enterprise,REP-00036,2025-10-15,QBR,3.86
AMT-0020551,ACC-007297,Enterprise,REP-00036,2025-10-25,QBR,3.78
AMT-0020552,ACC-007297,Enterprise,REP-00036,2025-11-14,QBR,3.6
AMT-0020553,ACC-007297,Enterprise,REP-00036,2025-11-02,QBR,3.85
AMT-0020554,ACC-007297,Enterprise,REP-00036,2025-11-01,QBR,4.9
AMT-0020555,ACC-007297,Enterprise,REP-00036,2025-11-08,QBR,2.8
AMT-0020556,ACC-007297,Enterprise,REP-00036,2025-12-23,QBR,3.45
AMT-0020557,ACC-007297,Enterprise,REP-00036,2025-12-25,QBR,2.63
AMT-0020558,ACC-007297,Enterprise,REP-00036,2025-12-16,QBR,3.96
AMT-0020559,ACC-007301,Commercial,REP-00005,2022-11-12,check_in,3.47
AMT-0020560,ACC-007301,Commercial,REP-00005,2022-12-16,check_in,3.92
AMT-0020561,ACC-007301,Commercial,REP-00005,2022-12-13,check_in,3.93
AMT-0020562,ACC-007301,Commercial,REP-00005,2023-01-06,check_in,4.14
AMT-0020563,ACC-007301,Commercial,REP-00005,2023-05-23,check_in,3.06
AMT-0020564,ACC-007301,Commercial,REP-00005,2023-06-21,check_in,4.61
AMT-0020565,ACC-007301,Commercial,REP-00005,2023-07-03,check_in,3.65
AMT-0020566,ACC-007301,Commercial,REP-00005,2023-12-01,check_in,4.94
AMT-0020567,ACC-007301,Commercial,REP-00005,2024-01-01,check_in,4.09
AMT-0020568,ACC-007301,Commercial,REP-00005,2024-04-25,check_in,3.69
AMT-0020569,ACC-007301,Commercial,REP-00005,2024-04-16,check_in,4.24
AMT-0020570,ACC-007301,Commercial,REP-00005,2024-07-01,check_in,4.44
AMT-0020571,ACC-007301,Commercial,REP-00005,2024-07-27,check_in,4.76
AMT-0020572,ACC-007301,Commercial,REP-00005,2024-10-12,check_in,3.7
AMT-0020573,ACC-007301,Commercial,REP-00005,2024-10-12,check_in,3.62
AMT-0020574,ACC-007301,Commercial,REP-00005,2024-10-21,check_in,3.79
AMT-0020575,ACC-007301,Commercial,REP-00005,2024-11-15,check_in,3.53
AMT-0020576,ACC-007301,Commercial,REP-00005,2025-02-06,check_in,3.85
AMT-0020577,ACC-007301,Commercial,REP-00005,2025-05-30,check_in,3.15
AMT-0020578,ACC-007301,Commercial,REP-00005,2025-06-07,check_in,3.79
AMT-0020579,ACC-007301,Commercial,REP-00005,2025-07-27,check_in,3.33
AMT-0020580,ACC-007301,Commercial,REP-00005,2025-11-11,check_in,3.9
AMT-0020581,ACC-007302,Commercial,REP-00005,2025-05-29,check_in,3.85
AMT-0020582,ACC-007302,Commercial,REP-00005,2025-05-28,check_in,4.17
AMT-0020583,ACC-007302,Commercial,REP-00005,2025-06-17,check_in,2.49
AMT-0020584,ACC-007302,Commercial,REP-00005,2025-06-22,check_in,2.69
AMT-0020585,ACC-007302,Commercial,REP-00005,2025-08-13,check_in,3.78
AMT-0020586,ACC-007305,Commercial,REP-00018,2024-01-16,check_in,4.83
AMT-0020587,ACC-007305,Commercial,REP-00018,2024-01-02,check_in,3.8
AMT-0020588,ACC-007305,Commercial,REP-00018,2024-01-23,check_in,3.41
AMT-0020589,ACC-007305,Commercial,REP-00018,2024-02-21,check_in,3.47
AMT-0020590,ACC-007305,Commercial,REP-00018,2024-03-27,check_in,4.59
AMT-0020591,ACC-007305,Commercial,REP-00018,2024-03-25,check_in,5.0
AMT-0020592,ACC-007305,Commercial,REP-00018,2024-04-05,check_in,3.39
AMT-0020593,ACC-007305,Commercial,REP-00018,2024-04-08,check_in,4.54
AMT-0020594,ACC-007305,Commercial,REP-00018,2024-05-22,check_in,3.29
AMT-0020595,ACC-007305,Commercial,REP-00018,2024-05-09,check_in,4.51
AMT-0020596,ACC-007305,Commercial,REP-00018,2024-05-09,check_in,4.85
AMT-0020597,ACC-007305,Commercial,REP-00018,2025-01-22,check_in,3.64
AMT-0020598,ACC-007305,Commercial,REP-00018,2025-05-19,check_in,3.93
AMT-0020599,ACC-007305,Commercial,REP-00018,2025-05-12,check_in,3.26
AMT-0020600,ACC-007305,Commercial,REP-00018,2025-05-24,check_in,3.57
AMT-0020601,ACC-007305,Commercial,REP-00018,2025-06-30,check_in,3.12
AMT-0020602,ACC-007305,Commercial,REP-00018,2025-06-22,check_in,3.85
AMT-0020603,ACC-007305,Commercial,REP-00018,2025-07-19,check_in,4.68
AMT-0020604,ACC-007305,Commercial,REP-00018,2025-10-06,check_in,3.86
AMT-0020605,ACC-007320,Commercial,REP-00005,2025-03-31,check_in,3.82
AMT-0020606,ACC-007320,Commercial,REP-00005,2025-05-06,check_in,4.31
AMT-0020607,ACC-007320,Commercial,REP-00005,2025-08-02,check_in,4.22
AMT-0020608,ACC-007320,Commercial,REP-00005,2025-08-25,check_in,4.32
AMT-0020609,ACC-007320,Commercial,REP-00005,2025-09-03,check_in,3.98
AMT-0020610,ACC-007320,Commercial,REP-00005,2025-10-08,check_in,4.3
AMT-0020611,ACC-007323,Commercial,REP-00005,2024-06-21,check_in,3.74
AMT-0020612,ACC-007323,Commercial,REP-00005,2024-08-12,check_in,4.76
AMT-0020613,ACC-007323,Commercial,REP-00005,2025-01-27,check_in,2.75
AMT-0020614,ACC-007323,Commercial,REP-00005,2025-03-04,check_in,3.72
AMT-0020615,ACC-007323,Commercial,REP-00005,2025-03-06,check_in,3.92
AMT-0020616,ACC-007323,Commercial,REP-00005,2025-04-12,check_in,3.73
AMT-0020617,ACC-007323,Commercial,REP-00005,2025-04-26,check_in,3.92
AMT-0020618,ACC-007323,Commercial,REP-00005,2025-05-25,check_in,3.73
AMT-0020619,ACC-007323,Commercial,REP-00005,2025-08-05,check_in,4.4
AMT-0020620,ACC-007323,Commercial,REP-00005,2025-08-06,check_in,3.33
AMT-0020621,ACC-007323,Commercial,REP-00005,2025-08-13,check_in,2.38
AMT-0020622,ACC-007323,Commercial,REP-00005,2025-10-01,check_in,4.23
AMT-0020623,ACC-007323,Commercial,REP-00005,2025-10-14,check_in,3.4
AMT-0020624,ACC-007323,Commercial,REP-00005,2025-12-11,check_in,3.74
AMT-0020625,ACC-007327,Commercial,REP-00044,2023-11-19,check_in,3.59
AMT-0020626,ACC-007327,Commercial,REP-00044,2024-03-15,check_in,3.49
AMT-0020627,ACC-007327,Commercial,REP-00044,2024-06-22,check_in,4.05
AMT-0020628,ACC-007327,Commercial,REP-00044,2024-07-03,check_in,3.9
AMT-0020629,ACC-007327,Commercial,REP-00044,2024-12-21,check_in,3.76
AMT-0020630,ACC-007327,Commercial,REP-00044,2025-02-24,check_in,3.98
AMT-0020631,ACC-007327,Commercial,REP-00044,2025-03-18,check_in,3.61
AMT-0020632,ACC-007327,Commercial,REP-00044,2025-06-19,check_in,3.56
AMT-0020633,ACC-007327,Commercial,REP-00044,2025-07-25,check_in,4.55
AMT-0020634,ACC-007327,Commercial,REP-00044,2025-08-20,check_in,4.24
AMT-0020635,ACC-007327,Commercial,REP-00044,2025-11-15,check_in,5.0
AMT-0020636,ACC-007330,Enterprise,REP-00033,2024-04-11,QBR,4.01
AMT-0020637,ACC-007330,Enterprise,REP-00033,2024-04-11,QBR,3.58
AMT-0020638,ACC-007330,Enterprise,REP-00033,2024-04-29,QBR,3.55
AMT-0020639,ACC-007330,Enterprise,REP-00033,2024-07-12,QBR,5.0
AMT-0020640,ACC-007330,Enterprise,REP-00033,2024-08-26,QBR,4.28
AMT-0020641,ACC-007330,Enterprise,REP-00033,2024-09-17,QBR,4.26
AMT-0020642,ACC-007330,Enterprise,REP-00033,2024-09-18,QBR,4.09
AMT-0020643,ACC-007330,Enterprise,REP-00033,2024-09-18,QBR,3.29
AMT-0020644,ACC-007330,Enterprise,REP-00033,2024-09-10,QBR,3.84
AMT-0020645,ACC-007330,Enterprise,REP-00033,2025-01-06,QBR,4.29
AMT-0020646,ACC-007330,Enterprise,REP-00033,2025-01-01,QBR,4.3
AMT-0020647,ACC-007330,Enterprise,REP-00033,2025-04-09,QBR,4.31
AMT-0020648,ACC-007330,Enterprise,REP-00033,2025-06-22,QBR,2.91
AMT-0020649,ACC-007330,Enterprise,REP-00033,2025-07-13,QBR,4.36
AMT-0020650,ACC-007330,Enterprise,REP-00033,2025-07-16,QBR,3.91
AMT-0020651,ACC-007330,Enterprise,REP-00033,2025-10-20,QBR,3.18
AMT-0020652,ACC-007330,Enterprise,REP-00033,2025-11-18,QBR,3.71
AMT-0020653,ACC-007330,Enterprise,REP-00033,2025-12-07,QBR,3.66
AMT-0020654,ACC-007330,Enterprise,REP-00033,2025-12-10,QBR,3.62
AMT-0020655,ACC-007330,Enterprise,REP-00033,2025-12-29,QBR,2.93
AMT-0020656,ACC-007348,Commercial,REP-00005,2024-02-17,check_in,3.91
AMT-0020657,ACC-007348,Commercial,REP-00005,2024-04-06,check_in,3.73
AMT-0020658,ACC-007348,Commercial,REP-00005,2024-07-13,check_in,3.05
AMT-0020659,ACC-007348,Commercial,REP-00005,2024-10-12,check_in,4.47
AMT-0020660,ACC-007348,Commercial,REP-00005,2025-04-16,check_in,2.65
AMT-0020661,ACC-007348,Commercial,REP-00005,2025-04-20,check_in,3.93
AMT-0020662,ACC-007348,Commercial,REP-00005,2025-12-24,check_in,3.85
AMT-0020663,ACC-007358,Commercial,REP-00018,2024-07-15,check_in,3.75
AMT-0020664,ACC-007358,Commercial,REP-00018,2024-09-15,check_in,3.64
AMT-0020665,ACC-007358,Commercial,REP-00018,2024-09-06,check_in,2.89
AMT-0020666,ACC-007358,Commercial,REP-00018,2024-10-27,check_in,3.13
AMT-0020667,ACC-007358,Commercial,REP-00018,2024-11-03,check_in,4.48
AMT-0020668,ACC-007358,Commercial,REP-00018,2024-12-04,check_in,4.79
AMT-0020669,ACC-007358,Commercial,REP-00018,2025-04-16,check_in,4.7
AMT-0020670,ACC-007358,Commercial,REP-00018,2025-04-26,check_in,3.27
AMT-0020671,ACC-007358,Commercial,REP-00018,2025-06-15,check_in,3.88
AMT-0020672,ACC-007358,Commercial,REP-00018,2025-09-02,check_in,3.29
AMT-0020673,ACC-007376,Commercial,REP-00005,2024-03-03,check_in,5.0
AMT-0020674,ACC-007376,Commercial,REP-00005,2024-03-30,check_in,3.74
AMT-0020675,ACC-007376,Commercial,REP-00005,2024-07-03,check_in,4.06
AMT-0020676,ACC-007376,Commercial,REP-00005,2024-07-25,check_in,3.66
AMT-0020677,ACC-007376,Commercial,REP-00005,2024-09-30,check_in,4.6
AMT-0020678,ACC-007376,Commercial,REP-00005,2024-10-15,check_in,3.6
AMT-0020679,ACC-007376,Commercial,REP-00005,2024-12-04,check_in,2.34
AMT-0020680,ACC-007376,Commercial,REP-00005,2024-12-23,check_in,3.92
AMT-0020681,ACC-007376,Commercial,REP-00005,2024-12-01,check_in,3.91
AMT-0020682,ACC-007376,Commercial,REP-00005,2025-01-03,check_in,3.0
AMT-0020683,ACC-007376,Commercial,REP-00005,2025-01-07,check_in,3.4
AMT-0020684,ACC-007376,Commercial,REP-00005,2025-05-04,check_in,3.17
AMT-0020685,ACC-007376,Commercial,REP-00005,2025-11-20,check_in,4.52
AMT-0020686,ACC-007376,Commercial,REP-00005,2025-12-06,check_in,3.36
AMT-0020687,ACC-007376,Commercial,REP-00005,2025-12-31,check_in,3.76
AMT-0020688,ACC-007376,Commercial,REP-00005,2025-12-25,check_in,3.57
AMT-0020689,ACC-007379,Commercial,REP-00005,2022-02-09,check_in,4.04
AMT-0020690,ACC-007379,Commercial,REP-00005,2022-03-16,check_in,2.58
AMT-0020691,ACC-007379,Commercial,REP-00005,2022-05-13,check_in,4.2
AMT-0020692,ACC-007379,Commercial,REP-00005,2022-06-10,check_in,4.44
AMT-0020693,ACC-007379,Commercial,REP-00005,2022-10-03,check_in,2.93
AMT-0020694,ACC-007379,Commercial,REP-00005,2022-11-11,check_in,2.48
AMT-0020695,ACC-007379,Commercial,REP-00005,2022-11-18,check_in,2.28
AMT-0020696,ACC-007379,Commercial,REP-00005,2022-12-24,check_in,1.0
AMT-0020697,ACC-007379,Commercial,REP-00005,2023-01-01,check_in,3.54
AMT-0020698,ACC-007382,Commercial,REP-00018,2021-03-28,check_in,4.72
AMT-0020699,ACC-007382,Commercial,REP-00018,2021-03-13,check_in,4.73
AMT-0020700,ACC-007382,Commercial,REP-00018,2021-03-03,check_in,4.09
AMT-0020701,ACC-007382,Commercial,REP-00018,2021-04-21,check_in,3.24
AMT-0020702,ACC-007382,Commercial,REP-00018,2021-05-05,check_in,3.12
AMT-0020703,ACC-007382,Commercial,REP-00018,2021-07-05,check_in,3.43
AMT-0020704,ACC-007382,Commercial,REP-00018,2021-12-05,check_in,3.95
AMT-0020705,ACC-007382,Commercial,REP-00018,2022-02-14,check_in,3.44
AMT-0020706,ACC-007382,Commercial,REP-00018,2022-03-24,check_in,3.16
AMT-0020707,ACC-007382,Commercial,REP-00018,2022-03-25,check_in,3.45
AMT-0020708,ACC-007382,Commercial,REP-00018,2022-04-10,check_in,4.3
AMT-0020709,ACC-007382,Commercial,REP-00018,2022-04-27,check_in,4.43
AMT-0020710,ACC-007382,Commercial,REP-00018,2022-07-29,check_in,3.82
AMT-0020711,ACC-007382,Commercial,REP-00018,2022-08-31,check_in,4.46
AMT-0020712,ACC-007382,Commercial,REP-00018,2022-08-02,check_in,3.35
AMT-0020713,ACC-007382,Commercial,REP-00018,2022-09-30,check_in,4.4
AMT-0020714,ACC-007382,Commercial,REP-00018,2022-10-10,check_in,3.4
AMT-0020715,ACC-007382,Commercial,REP-00018,2022-11-27,check_in,4.24
AMT-0020716,ACC-007382,Commercial,REP-00018,2022-11-03,check_in,4.28
AMT-0020717,ACC-007382,Commercial,REP-00018,2022-12-20,check_in,4.17
AMT-0020718,ACC-007382,Commercial,REP-00018,2023-01-28,check_in,3.46
AMT-0020719,ACC-007382,Commercial,REP-00018,2023-05-18,check_in,4.07
AMT-0020720,ACC-007382,Commercial,REP-00018,2023-07-31,check_in,2.84
AMT-0020721,ACC-007382,Commercial,REP-00018,2023-11-06,check_in,3.22
AMT-0020722,ACC-007382,Commercial,REP-00018,2023-11-21,check_in,3.59
AMT-0020723,ACC-007382,Commercial,REP-00018,2023-11-17,check_in,4.81
AMT-0020724,ACC-007382,Commercial,REP-00018,2024-01-24,check_in,3.46
AMT-0020725,ACC-007382,Commercial,REP-00018,2024-04-08,check_in,3.0
AMT-0020726,ACC-007382,Commercial,REP-00018,2024-05-26,check_in,3.3
AMT-0020727,ACC-007382,Commercial,REP-00018,2024-06-13,check_in,4.08
AMT-0020728,ACC-007382,Commercial,REP-00018,2024-06-10,check_in,3.45
AMT-0020729,ACC-007382,Commercial,REP-00018,2024-06-30,check_in,3.1
AMT-0020730,ACC-007382,Commercial,REP-00018,2024-11-28,check_in,4.56
AMT-0020731,ACC-007382,Commercial,REP-00018,2025-04-14,check_in,3.62
AMT-0020732,ACC-007382,Commercial,REP-00018,2025-06-05,check_in,3.22
AMT-0020733,ACC-007382,Commercial,REP-00018,2025-06-18,check_in,3.73
AMT-0020734,ACC-007382,Commercial,REP-00018,2025-06-07,check_in,3.79
AMT-0020735,ACC-007382,Commercial,REP-00018,2025-07-08,check_in,2.51
AMT-0020736,ACC-007382,Commercial,REP-00018,2025-08-18,check_in,1.34
AMT-0020737,ACC-007382,Commercial,REP-00018,2025-08-11,check_in,1.95
AMT-0020738,ACC-007382,Commercial,REP-00018,2025-09-25,check_in,2.07
AMT-0020739,ACC-007382,Commercial,REP-00018,2025-09-30,check_in,1.32
AMT-0020740,ACC-007382,Commercial,REP-00018,2025-09-26,check_in,2.29
AMT-0020741,ACC-007382,Commercial,REP-00018,2025-10-06,check_in,1.81
AMT-0020742,ACC-007382,Commercial,REP-00018,2025-11-01,check_in,4.48
AMT-0020743,ACC-007388,Commercial,REP-00018,2023-10-31,check_in,4.01
AMT-0020744,ACC-007388,Commercial,REP-00018,2023-11-19,check_in,3.8
AMT-0020745,ACC-007388,Commercial,REP-00018,2024-01-09,check_in,4.43
AMT-0020746,ACC-007388,Commercial,REP-00018,2024-02-15,check_in,3.95
AMT-0020747,ACC-007388,Commercial,REP-00018,2024-03-25,check_in,2.86
AMT-0020748,ACC-007388,Commercial,REP-00018,2024-06-04,check_in,4.72
AMT-0020749,ACC-007388,Commercial,REP-00018,2024-07-05,check_in,5.0
AMT-0020750,ACC-007388,Commercial,REP-00018,2024-08-03,check_in,4.13
AMT-0020751,ACC-007388,Commercial,REP-00018,2025-02-05,check_in,5.0
AMT-0020752,ACC-007388,Commercial,REP-00018,2025-05-25,check_in,4.58
AMT-0020753,ACC-007388,Commercial,REP-00018,2025-05-26,check_in,3.21
AMT-0020754,ACC-007388,Commercial,REP-00018,2025-06-12,check_in,3.43
AMT-0020755,ACC-007388,Commercial,REP-00018,2025-07-13,check_in,3.7
AMT-0020756,ACC-007388,Commercial,REP-00018,2025-07-03,check_in,3.72
AMT-0020757,ACC-007388,Commercial,REP-00018,2025-09-18,check_in,3.44
AMT-0020758,ACC-007388,Commercial,REP-00018,2025-09-09,check_in,4.77
AMT-0020759,ACC-007388,Commercial,REP-00018,2025-10-10,check_in,1.75
AMT-0020760,ACC-007388,Commercial,REP-00018,2025-12-29,check_in,4.68
AMT-0020761,ACC-007388,Commercial,REP-00018,2025-12-17,check_in,3.03
AMT-0020762,ACC-007412,Commercial,REP-00044,2025-03-18,check_in,2.98
AMT-0020763,ACC-007412,Commercial,REP-00044,2025-03-01,check_in,4.28
AMT-0020764,ACC-007412,Commercial,REP-00044,2025-03-03,check_in,4.52
AMT-0020765,ACC-007412,Commercial,REP-00044,2025-03-08,check_in,3.93
AMT-0020766,ACC-007412,Commercial,REP-00044,2025-05-05,check_in,3.21
AMT-0020767,ACC-007412,Commercial,REP-00044,2025-06-11,check_in,3.72
AMT-0020768,ACC-007412,Commercial,REP-00044,2025-12-26,check_in,3.58
AMT-0020769,ACC-007417,Commercial,REP-00018,2021-07-05,check_in,4.16
AMT-0020770,ACC-007417,Commercial,REP-00018,2021-09-09,check_in,4.68
AMT-0020771,ACC-007417,Commercial,REP-00018,2022-01-29,check_in,3.24
AMT-0020772,ACC-007417,Commercial,REP-00018,2022-01-01,check_in,3.63
AMT-0020773,ACC-007417,Commercial,REP-00018,2022-04-09,check_in,3.93
AMT-0020774,ACC-007417,Commercial,REP-00018,2022-06-03,check_in,3.71
AMT-0020775,ACC-007417,Commercial,REP-00018,2022-07-19,check_in,3.22
AMT-0020776,ACC-007417,Commercial,REP-00018,2022-08-21,check_in,2.67
AMT-0020777,ACC-007417,Commercial,REP-00018,2022-08-30,check_in,4.06
AMT-0020778,ACC-007417,Commercial,REP-00018,2022-10-12,check_in,2.76
AMT-0020779,ACC-007417,Commercial,REP-00018,2022-10-17,check_in,4.34
AMT-0020780,ACC-007417,Commercial,REP-00018,2022-10-09,check_in,4.46
AMT-0020781,ACC-007417,Commercial,REP-00018,2022-11-17,check_in,4.56
AMT-0020782,ACC-007417,Commercial,REP-00018,2022-11-28,check_in,3.79
AMT-0020783,ACC-007417,Commercial,REP-00018,2022-12-31,check_in,4.01
AMT-0020784,ACC-007417,Commercial,REP-00018,2023-01-07,check_in,3.02
AMT-0020785,ACC-007417,Commercial,REP-00018,2023-04-25,check_in,1.98
AMT-0020786,ACC-007417,Commercial,REP-00018,2023-04-26,check_in,3.11
AMT-0020787,ACC-007417,Commercial,REP-00018,2023-04-29,check_in,3.23
AMT-0020788,ACC-007417,Commercial,REP-00018,2023-09-03,check_in,3.97
AMT-0020789,ACC-007417,Commercial,REP-00018,2023-12-18,check_in,4.34
AMT-0020790,ACC-007417,Commercial,REP-00018,2024-07-02,check_in,2.68
AMT-0020791,ACC-007417,Commercial,REP-00018,2024-08-13,check_in,4.51
AMT-0020792,ACC-007417,Commercial,REP-00018,2024-09-23,check_in,3.35
AMT-0020793,ACC-007417,Commercial,REP-00018,2024-10-29,check_in,3.45
AMT-0020794,ACC-007417,Commercial,REP-00018,2025-01-02,check_in,3.38
AMT-0020795,ACC-007417,Commercial,REP-00018,2025-02-17,check_in,3.77
AMT-0020796,ACC-007417,Commercial,REP-00018,2025-03-30,check_in,3.74
AMT-0020797,ACC-007417,Commercial,REP-00018,2025-06-01,check_in,3.74
AMT-0020798,ACC-007417,Commercial,REP-00018,2025-11-24,check_in,3.78
AMT-0020799,ACC-007417,Commercial,REP-00018,2025-11-23,check_in,3.95
AMT-0020800,ACC-007419,Commercial,REP-00005,2024-12-12,check_in,4.4
AMT-0020801,ACC-007419,Commercial,REP-00005,2025-02-23,check_in,4.3
AMT-0020802,ACC-007419,Commercial,REP-00005,2025-03-16,check_in,3.44
AMT-0020803,ACC-007419,Commercial,REP-00005,2025-04-01,check_in,5.0
AMT-0020804,ACC-007419,Commercial,REP-00005,2025-04-30,check_in,5.0
AMT-0020805,ACC-007419,Commercial,REP-00005,2025-04-19,check_in,3.25
AMT-0020806,ACC-007419,Commercial,REP-00005,2025-05-06,check_in,3.56
AMT-0020807,ACC-007419,Commercial,REP-00005,2025-07-25,check_in,3.47
AMT-0020808,ACC-007419,Commercial,REP-00005,2025-08-25,check_in,3.94
AMT-0020809,ACC-007419,Commercial,REP-00005,2025-12-10,check_in,3.91
AMT-0020810,ACC-007423,Commercial,REP-00018,2021-03-19,check_in,2.8
AMT-0020811,ACC-007423,Commercial,REP-00018,2021-04-29,check_in,3.49
AMT-0020812,ACC-007423,Commercial,REP-00018,2021-05-08,check_in,3.79
AMT-0020813,ACC-007423,Commercial,REP-00018,2021-05-20,check_in,3.9
AMT-0020814,ACC-007423,Commercial,REP-00018,2021-05-24,check_in,3.55
AMT-0020815,ACC-007423,Commercial,REP-00018,2021-07-27,check_in,3.89
