account_id,month,upstream_actions,downstream_actions
ACC-006172,2024-05-01,22203,21554
ACC-006172,2024-06-01,19468,18211
ACC-006172,2024-07-01,24305,21425
ACC-006172,2024-08-01,22579,20154
ACC-006172,2024-09-01,25439,23476
ACC-006172,2024-10-01,28438,24286
ACC-006172,2024-11-01,27536,24685
ACC-006172,2024-12-01,21916,20337
ACC-006172,2025-01-01,28333,24623
ACC-006172,2025-02-01,25429,21740
ACC-006173,2025-10-01,638,567
ACC-006173,2025-11-01,5823,5462
ACC-006173,2025-12-01,6198,5656
ACC-006174,2024-10-01,573,545
ACC-006174,2024-11-01,5339,5166
ACC-006174,2024-12-01,4570,4280
ACC-006174,2025-01-01,5990,5543
ACC-006174,2025-02-01,4904,4765
ACC-006174,2025-03-01,5106,4944
ACC-006174,2025-04-01,5202,4588
ACC-006174,2025-05-01,5318,5192
ACC-006174,2025-06-01,5102,4640
ACC-006174,2025-07-01,5788,5057
ACC-006174,2025-08-01,5592,4791
ACC-006174,2025-09-01,5972,5160
ACC-006174,2025-10-01,6439,6132
ACC-006174,2025-11-01,5961,5481
ACC-006174,2025-12-01,4946,4512
ACC-006175,2024-09-01,298,255
ACC-006175,2024-10-01,2667,2370
ACC-006175,2024-11-01,2775,2675
ACC-006175,2024-12-01,2356,2220
ACC-006175,2025-01-01,2756,2454
ACC-006175,2025-02-01,3046,2817
ACC-006175,2025-03-01,2808,2702
ACC-006175,2025-04-01,2919,2697
ACC-006175,2025-05-01,2602,2500
ACC-006175,2025-06-01,2477,2350
ACC-006175,2025-07-01,3270,2874
ACC-006175,2025-08-01,3008,2868
ACC-006175,2025-09-01,3234,3018
ACC-006175,2025-10-01,3796,3315
ACC-006175,2025-11-01,3122,2997
ACC-006175,2025-12-01,2803,2395
ACC-006176,2020-03-01,379,363
ACC-006176,2020-04-01,3721,3181
ACC-006176,2020-05-01,3656,3402
ACC-006176,2020-06-01,3382,3046
ACC-006176,2020-07-01,3325,3038
ACC-006176,2020-08-01,3423,3113
ACC-006176,2020-09-01,3769,3677
ACC-006176,2020-10-01,4117,3581
ACC-006176,2020-11-01,3833,3587
ACC-006176,2020-12-01,3851,3645
ACC-006176,2021-01-01,4633,4138
ACC-006176,2021-02-01,4191,3950
ACC-006176,2021-03-01,3514,3033
ACC-006176,2021-04-01,4749,4203
ACC-006176,2021-05-01,3826,3523
ACC-006176,2021-06-01,3868,3398
ACC-006176,2021-07-01,3845,3347
ACC-006176,2021-08-01,4094,3980
ACC-006176,2021-09-01,4842,4387
ACC-006176,2021-10-01,3842,3747
ACC-006176,2021-11-01,3952,3568
ACC-006176,2021-12-01,4275,4128
ACC-006176,2022-01-01,4671,4337
ACC-006176,2022-02-01,4303,3883
ACC-006176,2022-03-01,4089,3888
ACC-006176,2022-04-01,4721,4510
ACC-006176,2022-05-01,4180,3571
ACC-006176,2022-06-01,5090,4545
ACC-006176,2022-07-01,4730,4425
ACC-006176,2022-08-01,4378,3835
ACC-006176,2022-09-01,4985,4828
ACC-006176,2022-10-01,5751,4935
ACC-006176,2022-11-01,4809,4674
ACC-006176,2022-12-01,4430,4300
ACC-006176,2023-01-01,5161,4960
ACC-006176,2023-02-01,4671,4159
ACC-006176,2023-03-01,5941,5481
ACC-006176,2023-04-01,5384,4976
ACC-006176,2023-05-01,4450,4113
ACC-006176,2023-06-01,4822,4642
ACC-006176,2023-07-01,4075,3544
ACC-006176,2023-08-01,5137,4567
ACC-006176,2023-09-01,5613,4800
ACC-006176,2023-10-01,5562,5402
ACC-006176,2023-11-01,5308,4970
ACC-006176,2023-12-01,5270,4699
ACC-006176,2024-01-01,5560,5441
ACC-006176,2024-02-01,6838,6581
ACC-006176,2024-03-01,5148,4473
ACC-006176,2024-04-01,5535,4739
ACC-006176,2024-05-01,5715,5113
ACC-006176,2024-06-01,6451,5668
ACC-006176,2024-07-01,5443,4702
ACC-006176,2024-08-01,5124,4693
ACC-006176,2024-09-01,6023,5531
ACC-006176,2024-10-01,5611,5482
ACC-006176,2024-11-01,5821,5576
ACC-006176,2024-12-01,5996,5672
ACC-006176,2025-01-01,6380,6098
ACC-006176,2025-02-01,6224,5562
ACC-006176,2025-03-01,7248,6219
ACC-006176,2025-04-01,6007,2837
ACC-006176,2025-05-01,5453,2089
ACC-006176,2025-06-01,3400,1201
ACC-006176,2025-07-01,1781,1029
ACC-006176,2025-08-01,449,269
ACC-006177,2021-10-01,597,511
ACC-006177,2021-11-01,4522,4271
ACC-006177,2021-12-01,5576,5058
ACC-006177,2022-01-01,5288,4605
ACC-006177,2022-02-01,5181,4624
ACC-006177,2022-03-01,4904,4436
ACC-006177,2022-04-01,5268,4761
ACC-006177,2022-05-01,5615,5369
ACC-006177,2022-06-01,5529,4899
ACC-006177,2022-07-01,5182,5008
ACC-006177,2022-08-01,5142,4411
ACC-006177,2022-09-01,6121,5863
ACC-006177,2022-10-01,5906,5378
ACC-006177,2022-11-01,4904,4740
ACC-006177,2022-12-01,4456,4313
ACC-006177,2023-01-01,7149,6906
ACC-006177,2023-02-01,6225,5767
ACC-006177,2023-03-01,6608,5755
ACC-006177,2023-04-01,5734,5449
ACC-006177,2023-05-01,6377,6173
ACC-006177,2023-06-01,5156,4402
ACC-006177,2023-07-01,6528,5735
ACC-006177,2023-08-01,5493,5249
ACC-006177,2023-09-01,6371,5859
ACC-006177,2023-10-01,6084,5684
ACC-006177,2023-11-01,6479,6255
ACC-006177,2023-12-01,5392,5110
ACC-006177,2024-01-01,6304,5515
ACC-006177,2024-02-01,6558,5691
ACC-006177,2024-03-01,7591,6823
ACC-006177,2024-04-01,5799,5108
ACC-006177,2024-05-01,5380,4807
ACC-006177,2024-06-01,6538,5738
ACC-006177,2024-07-01,6711,5925
ACC-006177,2024-08-01,6433,6128
ACC-006177,2024-09-01,7965,7442
ACC-006177,2024-10-01,7017,6708
ACC-006177,2024-11-01,7913,7301
ACC-006177,2024-12-01,5786,5491
ACC-006177,2025-01-01,7167,6220
ACC-006177,2025-02-01,7400,6928
ACC-006177,2025-03-01,7054,6552
ACC-006177,2025-04-01,6447,6013
ACC-006177,2025-05-01,8740,8234
ACC-006177,2025-06-01,7234,6412
ACC-006177,2025-07-01,6557,6034
ACC-006177,2025-08-01,6665,5746
ACC-006177,2025-09-01,6910,6451
ACC-006177,2025-10-01,7514,6478
ACC-006177,2025-11-01,7416,7236
ACC-006177,2025-12-01,6797,6380
ACC-006178,2024-11-01,397,361
ACC-006178,2024-12-01,3780,3221
ACC-006178,2025-01-01,4106,3856
ACC-006178,2025-02-01,4836,4354
ACC-006178,2025-03-01,4692,4374
ACC-006178,2025-04-01,4245,4095
ACC-006178,2025-05-01,4443,3904
ACC-006178,2025-06-01,4665,4547
ACC-006178,2025-07-01,3853,3460
ACC-006178,2025-08-01,4344,4019
ACC-006178,2025-09-01,4591,4231
ACC-006178,2025-10-01,5573,4999
ACC-006178,2025-11-01,4799,4335
ACC-006178,2025-12-01,4173,3887
ACC-006179,2021-05-01,516,502
ACC-006179,2021-06-01,4899,4175
ACC-006179,2021-07-01,5185,4986
ACC-006179,2021-08-01,4982,4812
ACC-006179,2021-09-01,5655,4842
ACC-006179,2021-10-01,5119,4478
ACC-006179,2021-11-01,5362,5044
ACC-006179,2021-12-01,5365,4752
ACC-006179,2022-01-01,5994,5715
ACC-006179,2022-02-01,6622,6485
ACC-006179,2022-03-01,5352,4682
ACC-006179,2022-04-01,5361,4840
ACC-006179,2022-05-01,5524,5133
ACC-006179,2022-06-01,7018,6486
ACC-006179,2022-07-01,4911,4239
ACC-006179,2022-08-01,5719,5424
ACC-006179,2022-09-01,5572,4837
ACC-006179,2022-10-01,5679,5262
ACC-006179,2022-11-01,5019,4692
ACC-006179,2022-12-01,4759,4215
ACC-006179,2023-01-01,5581,5079
ACC-006179,2023-02-01,5858,5385
ACC-006179,2023-03-01,6185,5406
ACC-006179,2023-04-01,5392,4857
ACC-006179,2023-05-01,5555,5279
ACC-006179,2023-06-01,5549,5220
ACC-006179,2023-07-01,5131,4705
ACC-006179,2023-08-01,4976,4284
ACC-006179,2023-09-01,6204,5291
ACC-006179,2023-10-01,6435,6085
ACC-006179,2023-11-01,5569,5317
ACC-006179,2023-12-01,4814,4180
ACC-006179,2024-01-01,6670,6493
ACC-006179,2024-02-01,7476,6503
ACC-006179,2024-03-01,7190,6399
ACC-006179,2024-04-01,7096,6511
ACC-006179,2024-05-01,6627,6202
ACC-006179,2024-06-01,5881,5063
ACC-006179,2024-07-01,5870,5448
ACC-006179,2024-08-01,6418,5868
ACC-006179,2024-09-01,6819,6121
ACC-006180,2023-04-01,536,469
ACC-006180,2023-05-01,6289,5654
ACC-006180,2023-06-01,6218,5706
ACC-006180,2023-07-01,5249,5022
ACC-006180,2023-08-01,4915,4441
ACC-006180,2023-09-01,6379,5806
ACC-006180,2023-10-01,6673,6427
ACC-006180,2023-11-01,6281,5542
ACC-006180,2023-12-01,5355,4926
ACC-006180,2024-01-01,6491,5945
ACC-006180,2024-02-01,7144,6153
ACC-006180,2024-03-01,6270,5506
ACC-006180,2024-04-01,5763,5059
ACC-006180,2024-05-01,5608,5023
ACC-006180,2024-06-01,6088,5234
ACC-006180,2024-07-01,5835,5255
ACC-006180,2024-08-01,5857,5327
ACC-006180,2024-09-01,5849,5472
ACC-006180,2024-10-01,6696,5709
ACC-006180,2024-11-01,6319,5886
ACC-006180,2024-12-01,5328,5040
ACC-006180,2025-01-01,7486,6948
ACC-006180,2025-02-01,6844,6112
ACC-006180,2025-03-01,7209,6801
ACC-006180,2025-04-01,6755,6087
ACC-006180,2025-05-01,6620,6239
ACC-006180,2025-06-01,6399,6143
ACC-006180,2025-07-01,5876,5387
ACC-006180,2025-08-01,6728,6507
ACC-006180,2025-09-01,6265,6090
ACC-006180,2025-10-01,8294,8049
ACC-006180,2025-11-01,7734,7057
ACC-006180,2025-12-01,6052,5433
ACC-006181,2020-05-01,202,178
ACC-006181,2020-06-01,2139,1819
ACC-006181,2020-07-01,2038,1874
ACC-006181,2020-08-01,1853,1600
ACC-006181,2020-09-01,2691,2292
ACC-006181,2020-10-01,2734,2585
ACC-006181,2020-11-01,2429,2344
ACC-006181,2020-12-01,2001,1940
ACC-006181,2021-01-01,2534,2427
ACC-006181,2021-02-01,2257,2057
ACC-006181,2021-03-01,2499,2391
ACC-006181,2021-04-01,2241,1939
ACC-006181,2021-05-01,2658,2268
ACC-006181,2021-06-01,2342,2090
ACC-006181,2021-07-01,2759,2410
ACC-006181,2021-08-01,2748,2425
ACC-006181,2021-09-01,2716,2428
ACC-006181,2021-10-01,2625,2293
ACC-006181,2021-11-01,2800,2584
ACC-006181,2021-12-01,2332,2000
ACC-006181,2022-01-01,2765,2524
ACC-006181,2022-02-01,2707,2587
ACC-006181,2022-03-01,3224,2742
ACC-006181,2022-04-01,3375,3226
ACC-006181,2022-05-01,3204,3035
ACC-006181,2022-06-01,3207,2836
ACC-006181,2022-07-01,2975,2880
ACC-006181,2022-08-01,3623,3394
ACC-006181,2022-09-01,3216,3004
ACC-006181,2022-10-01,3134,3037
ACC-006181,2022-11-01,3022,2708
ACC-006181,2022-12-01,2819,2561
ACC-006181,2023-01-01,3147,2984
ACC-006181,2023-02-01,3224,2792
ACC-006181,2023-03-01,3410,3177
ACC-006181,2023-04-01,3118,2675
ACC-006181,2023-05-01,3473,3327
ACC-006181,2023-06-01,3693,3580
ACC-006181,2023-07-01,3835,3303
ACC-006181,2023-08-01,3404,3327
ACC-006181,2023-09-01,3527,3223
ACC-006181,2023-10-01,3832,3431
ACC-006181,2023-11-01,3851,3336
ACC-006181,2023-12-01,3541,3313
ACC-006181,2024-01-01,3689,3588
ACC-006181,2024-02-01,3342,2959
ACC-006181,2024-03-01,3820,3513
ACC-006181,2024-04-01,4202,3610
ACC-006181,2024-05-01,3793,3549
ACC-006181,2024-06-01,4281,3850
ACC-006181,2024-07-01,3482,3409
ACC-006181,2024-08-01,3847,3288
ACC-006181,2024-09-01,4343,3834
ACC-006181,2024-10-01,4376,4057
ACC-006181,2024-11-01,4352,3962
ACC-006181,2024-12-01,3527,3073
ACC-006181,2025-01-01,4636,4486
ACC-006181,2025-02-01,5178,4980
ACC-006181,2025-03-01,4512,3970
ACC-006181,2025-04-01,4598,4230
ACC-006181,2025-05-01,3740,3239
ACC-006181,2025-06-01,4601,4390
ACC-006181,2025-07-01,4291,3981
ACC-006181,2025-08-01,4030,3768
ACC-006181,2025-09-01,5064,4737
ACC-006181,2025-10-01,5230,4921
ACC-006181,2025-11-01,4467,4242
ACC-006181,2025-12-01,4348,3754
ACC-006182,2022-07-01,667,570
ACC-006182,2022-08-01,6892,6109
ACC-006182,2022-09-01,7512,6672
ACC-006182,2022-10-01,7106,6714
ACC-006182,2022-11-01,7278,6575
ACC-006182,2022-12-01,6218,5599
ACC-006182,2023-01-01,6896,6758
ACC-006182,2023-02-01,7809,6934
ACC-006182,2023-03-01,7499,7301
ACC-006182,2023-04-01,6511,6289
ACC-006182,2023-05-01,6565,6347
ACC-006182,2023-06-01,6925,6486
ACC-006182,2023-07-01,6747,6061
ACC-006182,2023-08-01,8555,7694
ACC-006183,2023-12-01,313,271
ACC-006183,2024-01-01,4059,3729
ACC-006183,2024-02-01,4328,4129
ACC-006183,2024-03-01,3762,3379
ACC-006183,2024-04-01,4229,4026
ACC-006183,2024-05-01,4167,3905
ACC-006183,2024-06-01,3647,3268
ACC-006183,2024-07-01,3542,3246
ACC-006183,2024-08-01,3670,3596
ACC-006183,2024-09-01,4479,4083
ACC-006183,2024-10-01,4093,3509
ACC-006183,2024-11-01,4556,4387
ACC-006183,2024-12-01,3224,3137
ACC-006183,2025-01-01,4318,4167
ACC-006183,2025-02-01,3962,3879
ACC-006183,2025-03-01,4537,4294
ACC-006183,2025-04-01,4743,4562
ACC-006183,2025-05-01,3822,3534
ACC-006183,2025-06-01,3840,3512
ACC-006183,2025-07-01,3632,3148
ACC-006183,2025-08-01,4966,4808
ACC-006183,2025-09-01,4477,4341
ACC-006183,2025-10-01,4588,3914
ACC-006184,2025-03-01,411,401
ACC-006184,2025-04-01,3794,3432
ACC-006184,2025-05-01,3638,3286
ACC-006184,2025-06-01,3591,3058
ACC-006184,2025-07-01,3566,3135
ACC-006184,2025-08-01,3880,3777
ACC-006184,2025-09-01,4432,3796
ACC-006184,2025-10-01,4572,4024
ACC-006184,2025-11-01,4177,3600
ACC-006184,2025-12-01,4120,3970
ACC-006185,2024-02-01,389,373
ACC-006185,2024-03-01,3222,3131
ACC-006185,2024-04-01,3170,2973
ACC-006185,2024-05-01,3429,2968
ACC-006185,2024-06-01,2454,2398
ACC-006185,2024-07-01,2744,2429
ACC-006185,2024-08-01,3587,3339
ACC-006185,2024-09-01,3482,3408
ACC-006185,2024-10-01,3258,3047
ACC-006185,2024-11-01,3187,3076
ACC-006185,2024-12-01,3082,2884
ACC-006185,2025-01-01,3444,3179
ACC-006185,2025-02-01,3440,3097
ACC-006185,2025-03-01,3398,3160
ACC-006185,2025-04-01,3633,3336
ACC-006185,2025-05-01,3575,3387
ACC-006185,2025-06-01,3355,2996
ACC-006185,2025-07-01,3223,2767
ACC-006185,2025-08-01,3489,3316
ACC-006185,2025-09-01,3743,3614
ACC-006185,2025-10-01,3662,3467
ACC-006185,2025-11-01,3089,2766
ACC-006185,2025-12-01,2961,2609
ACC-006186,2021-10-01,412,391
ACC-006186,2021-11-01,4657,4477
ACC-006186,2021-12-01,4235,4051
ACC-006186,2022-01-01,4716,4281
ACC-006186,2022-02-01,4134,3534
ACC-006186,2022-03-01,4000,3804
ACC-006186,2022-04-01,4593,4052
ACC-006186,2022-05-01,4268,3684
ACC-006186,2022-06-01,4052,3515
ACC-006186,2022-07-01,3610,3505
ACC-006186,2022-08-01,3650,3334
ACC-006186,2022-09-01,4048,3740
ACC-006186,2022-10-01,4496,4065
ACC-006186,2022-11-01,4291,3913
ACC-006186,2022-12-01,3604,3270
ACC-006186,2023-01-01,5540,5417
ACC-006186,2023-02-01,4631,3946
ACC-006186,2023-03-01,4413,4031
ACC-006186,2023-04-01,4441,4058
ACC-006186,2023-05-01,4055,3676
ACC-006186,2023-06-01,4510,4173
ACC-006186,2023-07-01,4254,3781
ACC-006186,2023-08-01,3727,3231
ACC-006186,2023-09-01,4601,4263
ACC-006186,2023-10-01,5597,2052
ACC-006186,2023-11-01,3678,1571
ACC-006186,2023-12-01,2734,1729
ACC-006186,2024-01-01,2096,939
ACC-006186,2024-02-01,1160,750
ACC-006187,2025-08-01,192,164
ACC-006187,2025-09-01,1947,1747
ACC-006187,2025-10-01,2264,2178
ACC-006187,2025-11-01,2278,2219
ACC-006187,2025-12-01,1801,1661
ACC-006188,2023-04-01,356,307
ACC-006188,2023-05-01,3469,3038
ACC-006188,2023-06-01,4371,3972
ACC-006188,2023-07-01,3119,2990
ACC-006188,2023-08-01,3919,3365
ACC-006188,2023-09-01,3871,3411
ACC-006188,2023-10-01,4274,3931
ACC-006188,2023-11-01,4068,3503
ACC-006188,2023-12-01,3926,3566
ACC-006188,2024-01-01,4368,3955
ACC-006188,2024-02-01,3445,3355
ACC-006188,2024-03-01,3834,3570
ACC-006188,2024-04-01,4537,4361
ACC-006188,2024-05-01,3944,3740
ACC-006188,2024-06-01,4383,4257
ACC-006188,2024-07-01,3908,3391
ACC-006188,2024-08-01,4208,3651
ACC-006188,2024-09-01,4697,4365
ACC-006188,2024-10-01,3972,3771
ACC-006188,2024-11-01,4375,3871
ACC-006188,2024-12-01,4207,3896
ACC-006188,2025-01-01,5191,5068
ACC-006188,2025-02-01,4736,4257
ACC-006188,2025-03-01,4886,4266
ACC-006188,2025-04-01,4665,4483
ACC-006188,2025-05-01,5348,4867
ACC-006188,2025-06-01,4496,3865
ACC-006188,2025-07-01,4527,3946
ACC-006188,2025-08-01,4646,4032
ACC-006188,2025-09-01,4808,4643
ACC-006188,2025-10-01,4846,4634
ACC-006188,2025-11-01,5455,4812
ACC-006188,2025-12-01,4178,4053
ACC-006189,2025-05-01,628,601
ACC-006189,2025-06-01,6042,5379
ACC-006189,2025-07-01,5105,4601
ACC-006189,2025-08-01,4687,4357
ACC-006189,2025-09-01,6159,5384
ACC-006189,2025-10-01,6451,6261
ACC-006189,2025-11-01,6038,5416
ACC-006189,2025-12-01,4925,4558
ACC-006190,2021-12-01,304,297
ACC-006190,2022-01-01,3741,3357
ACC-006190,2022-02-01,3883,3641
ACC-006190,2022-03-01,4346,4105
ACC-006190,2022-04-01,4078,3686
ACC-006190,2022-05-01,4316,4051
ACC-006190,2022-06-01,3738,3487
ACC-006190,2022-07-01,3535,3202
ACC-006190,2022-08-01,3824,3594
ACC-006190,2022-09-01,4208,3811
ACC-006190,2022-10-01,3891,3527
ACC-006190,2022-11-01,4742,4597
ACC-006190,2022-12-01,3868,3379
ACC-006190,2023-01-01,4359,4123
ACC-006190,2023-02-01,4129,3702
ACC-006190,2023-03-01,4961,4460
ACC-006190,2023-04-01,4513,4052
ACC-006190,2023-05-01,3794,3574
ACC-006190,2023-06-01,3797,3461
ACC-006190,2023-07-01,3822,3703
ACC-006190,2023-08-01,4671,4091
ACC-006190,2023-09-01,5657,4956
ACC-006190,2023-10-01,4875,4359
ACC-006190,2023-11-01,3987,3477
ACC-006190,2023-12-01,4218,3945
ACC-006190,2024-01-01,5496,4673
ACC-006190,2024-02-01,5435,5262
ACC-006190,2024-03-01,5482,5275
ACC-006190,2024-04-01,5312,4617
ACC-006190,2024-05-01,4970,4507
ACC-006190,2024-06-01,4828,4394
ACC-006190,2024-07-01,4656,4099
ACC-006190,2024-08-01,5204,4753
ACC-006190,2024-09-01,4391,3861
ACC-006190,2024-10-01,5832,5323
ACC-006190,2024-11-01,4972,4415
ACC-006190,2024-12-01,4612,4074
ACC-006190,2025-01-01,5677,4861
ACC-006190,2025-02-01,5864,5654
ACC-006190,2025-03-01,5492,4928
ACC-006190,2025-04-01,5009,4886
ACC-006190,2025-05-01,5222,5006
ACC-006190,2025-06-01,5651,5056
ACC-006190,2025-07-01,4584,4472
ACC-006190,2025-08-01,4880,4188
ACC-006191,2025-04-01,332,164
ACC-006191,2025-05-01,1838,828
ACC-006191,2025-06-01,1188,685
ACC-006192,2025-08-01,185,105
ACC-006192,2025-09-01,953,461
ACC-006192,2025-10-01,215,137
ACC-006193,2024-04-01,415,364
ACC-006193,2024-05-01,3853,3316
ACC-006193,2024-06-01,12050,11149
ACC-006193,2024-07-01,36571,33679
ACC-006193,2024-08-01,39630,36589
ACC-006193,2024-09-01,32297,29023
ACC-006193,2024-10-01,32986,32200
ACC-006193,2024-11-01,29601,27574
ACC-006193,2024-12-01,27117,26372
ACC-006193,2025-01-01,32677,28703
ACC-006193,2025-02-01,34889,31388
ACC-006193,2025-03-01,35272,32674
ACC-006193,2025-04-01,32373,29566
ACC-006193,2025-05-01,30892,28773
ACC-006193,2025-06-01,29738,28328
ACC-006193,2025-07-01,31553,28274
ACC-006193,2025-08-01,32625,29294
ACC-006193,2025-09-01,30648,27011
ACC-006193,2025-10-01,36569,35506
ACC-006193,2025-11-01,37449,36123
ACC-006193,2025-12-01,28888,24616
ACC-006194,2020-07-01,1010,980
ACC-006194,2020-08-01,9405,8160
ACC-006194,2020-09-01,8947,7957
ACC-006194,2020-10-01,10680,9372
ACC-006194,2020-11-01,10713,9661
ACC-006194,2020-12-01,8786,8245
ACC-006194,2021-01-01,11847,11095
ACC-006194,2021-02-01,10441,9020
ACC-006194,2021-03-01,11503,10628
ACC-006194,2021-04-01,10044,9723
ACC-006194,2021-05-01,11759,10327
ACC-006194,2021-06-01,9810,8522
ACC-006194,2021-07-01,10571,9237
ACC-006194,2021-08-01,9889,8686
ACC-006194,2021-09-01,11097,9782
ACC-006194,2021-10-01,10354,10131
ACC-006194,2021-11-01,11827,10447
ACC-006194,2021-12-01,8991,8455
ACC-006194,2022-01-01,13590,12457
ACC-006194,2022-02-01,11189,9700
ACC-006194,2022-03-01,11574,10958
ACC-006194,2022-04-01,12444,11149
ACC-006194,2022-05-01,11845,10791
ACC-006194,2022-06-01,10095,8719
ACC-006194,2022-07-01,11706,11423
ACC-006194,2022-08-01,10395,8920
ACC-006194,2022-09-01,12608,11304
ACC-006194,2022-10-01,12242,11948
ACC-006194,2022-11-01,12567,11801
ACC-006194,2022-12-01,11305,10968
ACC-006194,2023-01-01,11294,10863
ACC-006194,2023-02-01,12285,11760
ACC-006194,2023-03-01,14653,14130
ACC-006194,2023-04-01,13255,11905
ACC-006194,2023-05-01,11746,10594
ACC-006194,2023-06-01,12754,11647
ACC-006194,2023-07-01,12742,11200
ACC-006194,2023-08-01,10934,9613
ACC-006194,2023-09-01,14122,12610
ACC-006194,2023-10-01,13478,13173
ACC-006194,2023-11-01,13406,12544
ACC-006194,2023-12-01,10828,9930
ACC-006194,2024-01-01,13693,12881
ACC-006194,2024-02-01,14432,13776
ACC-006194,2024-03-01,14188,12987
ACC-006194,2024-04-01,13844,13321
ACC-006194,2024-05-01,13092,12671
ACC-006194,2024-06-01,10627,9551
ACC-006194,2024-07-01,13103,11685
ACC-006194,2024-08-01,13547,11747
ACC-006194,2024-09-01,13631,12579
ACC-006194,2024-10-01,14372,13535
ACC-006194,2024-11-01,17376,16770
ACC-006194,2024-12-01,12960,11659
ACC-006194,2025-01-01,17208,14846
ACC-006194,2025-02-01,15922,15292
ACC-006194,2025-03-01,15336,13415
ACC-006194,2025-04-01,14259,12503
ACC-006194,2025-05-01,15987,15404
ACC-006194,2025-06-01,14658,12499
ACC-006194,2025-07-01,13019,12484
ACC-006194,2025-08-01,15900,15447
ACC-006194,2025-09-01,15935,14249
ACC-006194,2025-10-01,17550,16684
ACC-006194,2025-11-01,14324,12737
ACC-006194,2025-12-01,14504,12732
ACC-006195,2025-09-01,568,508
ACC-006195,2025-10-01,5204,4593
ACC-006195,2025-11-01,5450,5327
ACC-006195,2025-12-01,5201,4684
ACC-006196,2024-10-01,731,713
ACC-006196,2024-11-01,6804,6018
ACC-006196,2024-12-01,5746,5152
ACC-006196,2025-01-01,6941,6168
ACC-006196,2025-02-01,6129,5631
ACC-006196,2025-03-01,6091,5627
ACC-006196,2025-04-01,6311,5747
ACC-006196,2025-05-01,6555,6125
ACC-006196,2025-06-01,6927,6084
ACC-006196,2025-07-01,5966,5614
ACC-006196,2025-08-01,6430,5609
ACC-006196,2025-09-01,7262,6934
ACC-006196,2025-10-01,7264,6788
ACC-006196,2025-11-01,6045,5295
ACC-006196,2025-12-01,5776,5544
ACC-006197,2021-10-01,425,382
ACC-006197,2021-11-01,3929,3394
ACC-006197,2021-12-01,4137,3695
ACC-006197,2022-01-01,5072,4414
ACC-006197,2022-02-01,4439,4280
ACC-006197,2022-03-01,4875,4633
ACC-006197,2022-04-01,4305,3705
ACC-006197,2022-05-01,4194,3909
ACC-006197,2022-06-01,4688,4521
ACC-006197,2022-07-01,4454,3895
ACC-006197,2022-08-01,4580,4181
ACC-006197,2022-09-01,4924,4598
ACC-006197,2022-10-01,5431,4782
ACC-006197,2022-11-01,5259,5040
ACC-006197,2022-12-01,4334,3752
ACC-006197,2023-01-01,5690,5366
ACC-006197,2023-02-01,5564,5292
ACC-006197,2023-03-01,4747,4059
ACC-006197,2023-04-01,5413,4732
ACC-006197,2023-05-01,5417,5090
ACC-006197,2023-06-01,4576,4314
ACC-006197,2023-07-01,4471,4318
ACC-006197,2023-08-01,5008,4465
ACC-006197,2023-09-01,6102,5448
ACC-006197,2023-10-01,5730,5263
ACC-006197,2023-11-01,5496,4785
ACC-006197,2023-12-01,4643,4045
ACC-006197,2024-01-01,6100,5609
ACC-006197,2024-02-01,5719,5093
ACC-006197,2024-03-01,5638,5163
ACC-006197,2024-04-01,5411,5287
ACC-006197,2024-05-01,6159,5766
ACC-006197,2024-06-01,4221,3872
ACC-006197,2024-07-01,5844,5434
ACC-006197,2024-08-01,5882,5131
ACC-006197,2024-09-01,5914,5150
ACC-006197,2024-10-01,6790,6276
ACC-006197,2024-11-01,5227,4930
ACC-006197,2024-12-01,4987,4361
ACC-006197,2025-01-01,7400,6580
ACC-006197,2025-02-01,5209,4632
ACC-006197,2025-03-01,6473,6105
ACC-006197,2025-04-01,5762,4921
ACC-006197,2025-05-01,6815,6099
ACC-006197,2025-06-01,5844,5094
ACC-006197,2025-07-01,5214,4770
ACC-006197,2025-08-01,6496,5680
ACC-006197,2025-09-01,7237,7012
ACC-006197,2025-10-01,6286,5428
ACC-006197,2025-11-01,5620,4993
ACC-006197,2025-12-01,5601,5317
ACC-006198,2023-03-01,359,315
ACC-006198,2023-04-01,3875,3606
ACC-006198,2023-05-01,3425,3293
ACC-006198,2023-06-01,3502,2983
ACC-006198,2023-07-01,3606,3263
ACC-006198,2023-08-01,3228,2819
ACC-006198,2023-09-01,3837,3721
ACC-006198,2023-10-01,4718,4106
ACC-006198,2023-11-01,3903,3435
ACC-006198,2023-12-01,2988,2894
ACC-006198,2024-01-01,4154,4058
ACC-006198,2024-02-01,4201,3783
ACC-006198,2024-03-01,3992,3728
ACC-006198,2024-04-01,3864,3349
ACC-006198,2024-05-01,3817,3488
ACC-006198,2024-06-01,4172,3796
ACC-006198,2024-07-01,3257,2860
ACC-006199,2024-08-01,443,428
ACC-006199,2024-09-01,5357,5013
ACC-006199,2024-10-01,5943,5760
ACC-006199,2024-11-01,7100,6916
ACC-006199,2024-12-01,6758,6620
ACC-006199,2025-01-01,10035,8709
ACC-006199,2025-02-01,10249,10015
ACC-006199,2025-03-01,12227,10606
ACC-006199,2025-04-01,15518,13580
ACC-006199,2025-05-01,17834,16621
ACC-006199,2025-06-01,21584,18426
ACC-006199,2025-07-01,22799,21016
ACC-006199,2025-08-01,30651,26552
ACC-006199,2025-09-01,39214,34341
ACC-006199,2025-10-01,51153,44434
