opportunity_id,stage,entered_date
OPP-0008177,SAL,2025-08-01
OPP-0008177,SQO,2025-08-03
OPP-0008177,Proposal/Negotiation,2025-08-12
OPP-0008177,Closed Lost,2025-08-13
OPP-0008178,SAL,2025-08-01
OPP-0008178,SQO,2025-08-24
OPP-0008178,POC,2025-10-24
OPP-0008178,Proposal/Negotiation,2025-11-03
OPP-0008178,Closed Lost,2025-11-12
OPP-0008179,Open,2025-08-02
OPP-0008179,Negotiation,2025-09-18
OPP-0008179,Closed Won,2025-10-01
OPP-0008180,SAL,2025-08-01
OPP-0008180,SQO,2025-08-21
OPP-0008180,Proposal/Negotiation,2025-08-28
OPP-0008180,Closed Won,2025-09-03
OPP-0008183,Open,2025-08-12
OPP-0008183,Negotiation,2025-08-20
OPP-0008183,Closed Won,2025-09-01
OPP-0008184,Open,2025-08-01
OPP-0008184,Negotiation,2025-08-08
OPP-0008184,Closed Won,2025-09-01
OPP-0008185,Open,2025-08-07
OPP-0008185,Negotiation,2025-08-29
OPP-0008185,Closed Won,2025-09-01
OPP-0008186,Open,2025-08-12
OPP-0008186,Negotiation,2025-08-23
OPP-0008186,Closed Won,2025-09-01
OPP-0008187,Open,2025-08-07
OPP-0008187,Negotiation,2025-08-14
OPP-0008187,Closed Won,2025-09-01
OPP-0008188,Open,2025-07-30
OPP-0008188,Negotiation,2025-08-22
OPP-0008188,Closed Won,2025-09-01
OPP-0008189,Open,2025-08-11
OPP-0008189,Negotiation,2025-08-27
OPP-0008189,Closed Won,2025-09-01
OPP-0008190,Open,2025-07-31
OPP-0008190,Negotiation,2025-08-15
OPP-0008190,Closed Won,2025-09-01
OPP-0008191,SAL,2025-08-08
OPP-0008191,SQO,2025-09-08
OPP-0008191,POC,2025-11-17
OPP-0008191,Proposal/Negotiation,2025-11-18
OPP-0008191,Closed Lost,2025-12-13
OPP-0008192,SAL,2025-08-13
OPP-0008192,SQO,2025-09-11
OPP-0008192,POC,2025-10-02
OPP-0008192,Proposal/Negotiation,2025-10-16
OPP-0008192,Closed Lost,2025-11-24
OPP-0008193,Open,2025-08-05
OPP-0008193,Negotiation,2025-08-18
OPP-0008193,Closed Won,2025-09-01
OPP-0008194,Open,2025-08-27
OPP-0008194,Negotiation,2025-08-30
OPP-0008194,Closed Won,2025-09-01
OPP-0008195,Open,2025-08-04
OPP-0008195,Negotiation,2025-08-18
OPP-0008195,Closed Won,2025-09-01
OPP-0008196,Open,2025-08-27
OPP-0008196,Negotiation,2025-08-30
OPP-0008196,Closed Won,2025-09-01
OPP-0008197,SAL,2025-08-02
OPP-0008197,SQO,2025-08-10
OPP-0008197,SAL,2025-08-13
OPP-0008197,Proposal/Negotiation,2025-08-14
OPP-0008197,Closed Lost,2025-08-14
OPP-0008198,Open,2025-08-16
OPP-0008198,Negotiation,2025-09-08
OPP-0008198,Closed Won,2025-10-01
OPP-0008199,Open,2025-08-08
OPP-0008199,Negotiation,2025-08-29
OPP-0008199,Closed Won,2025-09-01
OPP-0008200,Open,2025-08-05
OPP-0008200,Negotiation,2025-09-16
OPP-0008200,Closed Won,2025-09-24
OPP-0008201,Open,2025-08-02
OPP-0008201,Negotiation,2025-08-12
OPP-0008201,Closed Won,2025-10-11
OPP-0008202,Open,2025-08-04
OPP-0008202,Negotiation,2025-08-05
OPP-0008202,Closed Won,2025-09-01
OPP-0008203,SAL,2025-08-23
OPP-0008203,SQO,2025-08-25
OPP-0008203,Proposal/Negotiation,2025-09-05
OPP-0008203,Closed Won,2025-09-12
OPP-0008215,Open,2025-08-10
OPP-0008215,Negotiation,2025-08-27
OPP-0008215,Closed Won,2025-09-01
OPP-0008216,SAL,2025-08-25
OPP-0008216,SQO,2025-09-07
OPP-0008216,Proposal/Negotiation,2025-09-07
OPP-0008216,Closed Lost,2025-09-11
OPP-0008217,SAL,2025-08-20
OPP-0008217,SQO,2025-08-22
OPP-0008217,Proposal/Negotiation,2025-09-13
OPP-0008217,Closed Lost,2025-09-15
OPP-0008218,SAL,2025-08-11
OPP-0008218,SQO,2025-08-15
OPP-0008218,Proposal/Negotiation,2025-08-26
OPP-0008218,Closed Lost,2025-09-06
OPP-0008219,Open,2025-08-06
OPP-0008219,Negotiation,2025-09-01
OPP-0008219,Closed Won,2025-09-09
OPP-0008220,SAL,2025-08-05
OPP-0008220,SQO,2025-08-14
OPP-0008220,Proposal/Negotiation,2025-08-22
OPP-0008220,Closed Won,2025-08-26
OPP-0008228,Open,2025-08-03
OPP-0008228,Negotiation,2025-08-17
OPP-0008228,Closed Won,2025-09-01
OPP-0008229,Open,2025-08-08
OPP-0008229,Negotiation,2025-08-16
OPP-0008229,Closed Won,2025-09-01
OPP-0008230,SAL,2025-08-17
OPP-0008230,SQO,2025-08-27
OPP-0008230,Proposal/Negotiation,2025-08-29
OPP-0008230,Closed Lost,2025-09-08
OPP-0008231,Open,2025-08-08
OPP-0008231,Negotiation,2025-08-26
OPP-0008231,Closed Won,2025-10-01
OPP-0008232,SAL,2025-08-09
OPP-0008232,SQO,2025-08-26
OPP-0008232,POC,2025-11-01
OPP-0008232,Proposal/Negotiation,2025-11-11
OPP-0008232,Closed Won,2025-11-16
OPP-0008241,Open,2025-08-11
OPP-0008241,Negotiation,2025-08-27
OPP-0008241,Closed Won,2025-09-01
OPP-0008242,SAL,2025-08-08
OPP-0008242,SQO,2025-08-17
OPP-0008242,Proposal/Negotiation,2025-08-19
OPP-0008242,Closed Lost,2025-09-02
OPP-0008243,SAL,2025-08-05
OPP-0008243,SQO,2025-08-20
OPP-0008243,POC,2025-10-22
OPP-0008243,Proposal/Negotiation,2025-11-08
OPP-0008243,Closed Lost,2025-12-17
OPP-0008252,Open,2025-08-07
OPP-0008252,Negotiation,2025-08-26
OPP-0008252,Closed Won,2025-09-01
OPP-0008253,Open,2025-08-18
OPP-0008253,Negotiation,2025-08-31
OPP-0008253,Closed Won,2025-09-01
OPP-0008254,Open,2025-08-16
OPP-0008254,Negotiation,2025-08-22
OPP-0008254,Closed Won,2025-09-01
OPP-0008255,Open,2025-08-05
OPP-0008255,Negotiation,2025-09-01
OPP-0008255,Closed Won,2025-09-01
OPP-0008256,SAL,2025-08-09
OPP-0008256,SQO,2025-09-07
OPP-0008256,Proposal/Negotiation,2025-09-12
OPP-0008256,Closed Lost,2025-09-12
OPP-0008257,Open,2025-09-04
OPP-0008257,Negotiation,2025-09-24
OPP-0008257,Closed Lost,2025-10-22
OPP-0008258,Open,2025-08-18
OPP-0008258,Negotiation,2025-08-30
OPP-0008258,Closed Won,2025-11-01
OPP-0008267,Open,2025-08-28
OPP-0008267,Negotiation,2025-08-29
OPP-0008267,Closed Won,2025-09-01
OPP-0008268,Open,2025-08-08
OPP-0008268,Negotiation,2025-08-09
OPP-0008268,Closed Won,2025-09-01
OPP-0008269,SAL,2025-08-19
OPP-0008269,SQO,2025-08-21
OPP-0008269,Proposal/Negotiation,2025-08-27
OPP-0008269,Closed Lost,2025-09-01
OPP-0008277,Open,2025-08-27
OPP-0008277,Negotiation,2025-08-31
OPP-0008277,Closed Won,2025-09-01
OPP-0008278,Open,2025-08-07
OPP-0008278,Negotiation,2025-08-25
OPP-0008278,Closed Won,2025-09-01
OPP-0008279,SAL,2025-08-12
OPP-0008279,SQO,2025-08-26
OPP-0008279,Proposal/Negotiation,2025-08-31
OPP-0008279,Closed Lost,2025-09-09
OPP-0008280,SAL,2025-08-16
OPP-0008280,SQO,2025-08-21
OPP-0008280,Proposal/Negotiation,2025-09-07
OPP-0008280,Closed Won,2025-09-08
OPP-0008288,Open,2025-08-16
OPP-0008288,Negotiation,2025-08-20
OPP-0008288,Closed Won,2025-09-01
OPP-0008289,Open,2025-08-25
OPP-0008289,Negotiation,2025-08-29
OPP-0008289,Closed Won,2025-09-01
OPP-0008290,Open,2025-08-27
OPP-0008290,Negotiation,2025-09-29
OPP-0008290,Closed Won,2025-10-01
OPP-0008291,Open,2025-08-14
OPP-0008291,Negotiation,2025-08-25
OPP-0008291,Closed Won,2025-10-01
OPP-0008295,SAL,2025-08-18
OPP-0008295,SQO,2025-08-23
OPP-0008295,Proposal/Negotiation,2025-08-28
OPP-0008295,Closed Lost,2025-09-02
OPP-0008296,SAL,2025-08-21
OPP-0008296,SQO,2025-08-21
OPP-0008296,POC,2025-09-21
OPP-0008296,Proposal/Negotiation,2025-10-30
OPP-0008296,Closed Lost,2025-11-02
OPP-0008297,Open,2025-09-26
OPP-0008297,Negotiation,2025-10-03
OPP-0008297,Closed Won,2025-11-01
OPP-0008306,Open,2025-08-24
OPP-0008306,Negotiation,2025-08-31
OPP-0008306,Closed Won,2025-09-01
OPP-0008307,Open,2025-08-13
OPP-0008307,Negotiation,2025-08-23
OPP-0008307,Closed Won,2025-09-01
OPP-0008308,Open,2025-08-18
OPP-0008308,Negotiation,2025-08-26
OPP-0008308,Closed Won,2025-09-01
OPP-0008309,Open,2025-09-14
OPP-0008309,Negotiation,2025-09-15
OPP-0008309,Closed Won,2025-09-27
OPP-0008310,Open,2025-09-25
OPP-0008310,Negotiation,2025-09-29
OPP-0008310,Closed Won,2025-11-01
OPP-0008311,Open,2025-09-16
OPP-0008311,Negotiation,2025-10-01
OPP-0008311,Closed Won,2025-11-01
OPP-0008316,Open,2025-08-12
OPP-0008316,Negotiation,2025-08-27
OPP-0008316,Closed Won,2025-09-01
OPP-0008317,Open,2025-08-15
OPP-0008317,Negotiation,2025-08-30
OPP-0008317,Closed Won,2025-09-01
OPP-0008318,SAL,2025-08-11
OPP-0008318,SQO,2025-08-20
OPP-0008318,Proposal/Negotiation,2025-08-25
OPP-0008318,Closed Lost,2025-08-25
OPP-0008319,Open,2025-08-22
OPP-0008319,Negotiation,2025-09-13
OPP-0008319,Closed Won,2025-09-21
OPP-0008325,SAL,2025-08-18
OPP-0008325,SQO,2025-09-01
OPP-0008325,Proposal/Negotiation,2025-09-16
OPP-0008325,Closed Lost,2025-09-26
OPP-0008326,Open,2025-09-22
OPP-0008326,Negotiation,2025-09-23
OPP-0008326,Closed Won,2025-11-21
OPP-0008333,SAL,2025-08-26
OPP-0008333,SQO,2025-08-29
OPP-0008333,Proposal/Negotiation,2025-08-30
OPP-0008333,Closed Lost,2025-09-03
OPP-0008334,SAL,2025-08-22
OPP-0008334,SQO,2025-08-22
OPP-0008334,Proposal/Negotiation,2025-09-11
OPP-0008334,Closed Lost,2025-09-19
OPP-0008335,SAL,2025-08-30
OPP-0008335,SQO,2025-09-05
OPP-0008335,POC,2025-10-07
OPP-0008335,Proposal/Negotiation,2025-10-10
OPP-0008335,Closed Lost,2025-10-17
OPP-0008336,SAL,2025-08-14
OPP-0008336,SQO,2025-10-07
OPP-0008336,POC,2025-11-17
OPP-0008336,Proposal/Negotiation,2025-12-13
OPP-0008336,Closed Lost,2025-12-28
OPP-0008348,Open,2025-08-15
OPP-0008348,Negotiation,2025-08-27
OPP-0008348,Closed Won,2025-09-01
OPP-0008349,Open,2025-09-09
OPP-0008349,Negotiation,2025-09-17
OPP-0008349,Closed Won,2025-11-01
OPP-0008350,SAL,2025-08-20
OPP-0008350,SQO,2025-08-23
OPP-0008350,Proposal/Negotiation,2025-09-02
OPP-0008350,Closed Won,2025-09-05
OPP-0008358,Open,2025-08-18
OPP-0008358,Negotiation,2025-08-19
OPP-0008358,Closed Won,2025-09-01
OPP-0008359,Open,2025-08-27
OPP-0008359,Negotiation,2025-08-28
OPP-0008359,Closed Won,2025-09-01
OPP-0008360,Open,2025-08-20
OPP-0008360,Negotiation,2025-08-21
OPP-0008360,Closed Won,2025-09-01
OPP-0008361,SAL,2025-08-21
OPP-0008361,SQO,2025-09-11
OPP-0008361,Proposal/Negotiation,2025-09-14
OPP-0008361,Closed Lost,2025-09-22
OPP-0008362,SAL,2025-08-25
OPP-0008362,SQO,2025-08-26
OPP-0008362,Proposal/Negotiation,2025-08-29
OPP-0008362,Closed Won,2025-09-07
OPP-0008372,Open,2025-08-22
OPP-0008372,Negotiation,2025-08-28
OPP-0008372,Closed Won,2025-09-01
OPP-0008373,Open,2025-08-20
OPP-0008373,Negotiation,2025-08-29
OPP-0008373,Closed Won,2025-09-01
OPP-0008374,SAL,2025-09-05
OPP-0008374,SQO,2025-09-11
OPP-0008374,Proposal/Negotiation,2025-09-12
OPP-0008374,Closed Lost,2025-09-23
OPP-0008375,Open,2025-08-18
OPP-0008375,Negotiation,2025-08-19
OPP-0008375,Closed Won,2025-09-24
OPP-0008376,SAL,2025-08-21
OPP-0008376,SQO,2025-09-04
OPP-0008376,Proposal/Negotiation,2025-09-05
OPP-0008376,SAL,2025-09-06
OPP-0008376,Closed Won,2025-09-07
OPP-0008381,Open,2025-08-21
OPP-0008381,Negotiation,2025-09-01
OPP-0008381,Closed Won,2025-09-01
OPP-0008382,Open,2025-09-06
OPP-0008382,Negotiation,2025-09-09
OPP-0008382,Closed Won,2025-10-01
OPP-0008383,Open,2025-08-23
OPP-0008383,Negotiation,2025-08-30
OPP-0008383,Closed Won,2025-09-01
OPP-0008384,SAL,2025-08-20
OPP-0008384,SQO,2025-08-30
OPP-0008384,Proposal/Negotiation,2025-09-04
OPP-0008384,Closed Lost,2025-09-21
OPP-0008385,Open,2025-08-28
OPP-0008385,Negotiation,2025-09-26
OPP-0008385,Closed Won,2025-11-01
OPP-0008386,SAL,2025-08-31
OPP-0008386,SQO,2025-09-03
OPP-0008386,Proposal/Negotiation,2025-09-08
OPP-0008386,Closed Won,2025-09-12
OPP-0008391,Open,2025-08-25
OPP-0008391,Negotiation,2025-08-30
OPP-0008391,Closed Won,2025-09-01
OPP-0008392,Open,2025-08-23
OPP-0008392,Negotiation,2025-08-28
OPP-0008392,Closed Won,2025-09-01
OPP-0008393,Open,2025-08-21
OPP-0008393,Negotiation,2025-08-28
OPP-0008393,Closed Won,2025-09-01
OPP-0008394,Open,2025-10-09
OPP-0008394,Negotiation,2025-10-18
OPP-0008394,Closed Lost,2025-11-01
OPP-0008395,Open,2025-08-27
OPP-0008395,Negotiation,2025-09-13
OPP-0008395,Closed Won,2025-10-01
OPP-0008404,Open,2025-09-18
OPP-0008404,Negotiation,2025-09-24
OPP-0008404,Closed Won,2025-10-01
OPP-0008405,Open,2025-09-15
OPP-0008405,Negotiation,2025-09-25
OPP-0008405,Closed Won,2025-10-01
OPP-0008406,Open,2025-09-20
OPP-0008406,Negotiation,2025-10-05
OPP-0008406,Closed Won,2025-11-16
OPP-0008407,SAL,2025-09-05
OPP-0008407,SQO,2025-09-08
OPP-0008407,Proposal/Negotiation,2025-09-09
OPP-0008407,Closed Won,2025-09-10
OPP-0008417,Open,2025-09-27
OPP-0008417,Negotiation,2025-09-28
OPP-0008417,Closed Won,2025-10-01
OPP-0008418,Open,2025-08-31
OPP-0008418,Negotiation,2025-09-24
OPP-0008418,Closed Won,2025-10-01
OPP-0008424,Open,2025-08-27
OPP-0008424,Negotiation,2025-09-18
OPP-0008424,Closed Won,2025-10-01
OPP-0008425,Open,2025-09-14
OPP-0008425,Negotiation,2025-09-18
OPP-0008425,Closed Won,2025-10-01
OPP-0008426,Open,2025-09-20
OPP-0008426,Negotiation,2025-09-25
OPP-0008426,Closed Won,2025-10-01
OPP-0008427,Open,2025-09-14
OPP-0008427,Negotiation,2025-09-25
OPP-0008427,Closed Won,2025-10-01
OPP-0008428,Open,2025-08-31
OPP-0008428,Negotiation,2025-09-17
OPP-0008428,Closed Won,2025-10-01
OPP-0008429,SAL,2025-08-28
OPP-0008429,SQO,2025-09-02
OPP-0008429,Proposal/Negotiation,2025-09-23
OPP-0008429,Closed Lost,2025-10-02
OPP-0008430,Open,2025-10-01
OPP-0008430,Negotiation,2025-10-04
OPP-0008430,Closed Lost,2025-11-01
OPP-0008431,Open,2025-09-02
OPP-0008431,Negotiation,2025-09-22
OPP-0008431,Closed Won,2025-10-01
OPP-0008432,Open,2025-09-05
OPP-0008432,Negotiation,2025-09-07
OPP-0008432,Closed Lost,2025-11-01
OPP-0008433,SAL,2025-08-31
OPP-0008433,SQO,2025-09-06
OPP-0008433,Proposal/Negotiation,2025-09-09
OPP-0008433,Closed Won,2025-09-18
OPP-0008434,SAL,2025-09-16
OPP-0008434,SQO,2025-09-18
OPP-0008434,Proposal/Negotiation,2025-09-22
OPP-0008434,Closed Won,2025-09-27
OPP-0008440,Open,2025-08-28
OPP-0008440,Negotiation,2025-10-01
OPP-0008440,Closed Won,2025-10-01
OPP-0008441,SAL,2025-08-24
OPP-0008441,SQO,2025-08-25
OPP-0008441,Proposal/Negotiation,2025-09-01
OPP-0008441,Closed Lost,2025-09-05
OPP-0008442,SAL,2025-09-08
OPP-0008442,SQO,2025-09-12
OPP-0008442,Proposal/Negotiation,2025-09-14
OPP-0008442,Closed Lost,2025-09-24
OPP-0008443,SAL,2025-09-21
OPP-0008443,SQO,2025-10-19
OPP-0008443,POC,2025-11-19
OPP-0008443,Proposal/Negotiation,2025-12-01
OPP-0008443,Closed Lost,2025-12-13
OPP-0008444,SAL,2025-08-23
OPP-0008444,SQO,2025-08-27
OPP-0008444,SAL,2025-09-01
OPP-0008444,POC,2025-10-12
OPP-0008444,Proposal/Negotiation,2025-10-15
OPP-0008444,Closed Won,2025-11-01
OPP-0008450,Open,2025-09-06
OPP-0008450,Negotiation,2025-09-18
OPP-0008450,Closed Won,2025-10-01
OPP-0008451,SAL,2025-08-25
OPP-0008451,SQO,2025-08-29
OPP-0008451,Proposal/Negotiation,2025-09-12
OPP-0008451,Closed Lost,2025-09-13
OPP-0008452,SAL,2025-08-25
OPP-0008452,SQO,2025-09-12
OPP-0008452,Proposal/Negotiation,2025-09-21
OPP-0008452,Closed Lost,2025-09-21
OPP-0008453,SAL,2025-09-19
OPP-0008453,SQO,2025-09-19
OPP-0008453,Proposal/Negotiation,2025-09-25
OPP-0008453,Closed Lost,2025-09-25
OPP-0008454,Open,2025-08-26
OPP-0008454,Negotiation,2025-09-03
OPP-0008454,Closed Won,2025-10-01
OPP-0008455,Open,2025-08-23
OPP-0008455,Negotiation,2025-09-27
OPP-0008455,Closed Won,2025-11-01
OPP-0008464,SAL,2025-08-30
OPP-0008464,SQO,2025-09-01
OPP-0008464,Proposal/Negotiation,2025-09-12
OPP-0008464,Closed Lost,2025-09-14
OPP-0008465,Open,2025-09-29
OPP-0008465,Negotiation,2025-10-01
OPP-0008465,Closed Won,2025-10-05
OPP-0008466,SAL,2025-08-28
OPP-0008466,SQO,2025-09-17
OPP-0008466,Proposal/Negotiation,2025-09-18
OPP-0008466,Closed Won,2025-09-27
OPP-0008476,Open,2025-09-22
OPP-0008476,Negotiation,2025-09-25
OPP-0008476,Closed Won,2025-10-01
OPP-0008477,Open,2025-09-15
OPP-0008477,Negotiation,2025-09-17
OPP-0008477,Closed Won,2025-10-01
OPP-0008478,Open,2025-09-13
OPP-0008478,Negotiation,2025-09-24
OPP-0008478,Closed Won,2025-10-01
OPP-0008484,Open,2025-09-07
OPP-0008484,Negotiation,2025-09-18
OPP-0008484,Closed Won,2025-10-01
OPP-0008485,Open,2025-09-09
OPP-0008485,Negotiation,2025-09-28
OPP-0008485,Closed Won,2025-10-01
OPP-0008486,SAL,2025-09-01
OPP-0008486,SQO,2025-09-17
OPP-0008486,Proposal/Negotiation,2025-09-19
OPP-0008486,Closed Lost,2025-09-28
OPP-0008487,Open,2025-09-19
OPP-0008487,Negotiation,2025-09-21
OPP-0008487,Closed Won,2025-10-01
OPP-0008488,Open,2025-09-12
OPP-0008488,Negotiation,2025-09-12
OPP-0008488,Closed Won,2025-10-01
OPP-0008500,Open,2025-08-29
OPP-0008500,Negotiation,2025-09-11
OPP-0008500,Closed Won,2025-10-10
OPP-0008501,Open,2025-09-20
OPP-0008501,Negotiation,2025-10-22
OPP-0008501,Closed Lost,2025-11-01
OPP-0008505,Open,2025-09-14
OPP-0008505,Negotiation,2025-09-25
OPP-0008505,Closed Won,2025-10-01
OPP-0008506,SAL,2025-09-06
OPP-0008506,SQO,2025-09-13
OPP-0008506,Proposal/Negotiation,2025-09-19
OPP-0008506,Closed Lost,2025-09-26
OPP-0008507,SAL,2025-09-16
OPP-0008507,SQO,2025-09-23
OPP-0008507,Proposal/Negotiation,2025-09-24
OPP-0008507,Closed Lost,2025-10-09
OPP-0008508,SAL,2025-09-07
OPP-0008508,SQO,2025-09-10
OPP-0008508,POC,2025-11-07
OPP-0008508,Proposal/Negotiation,2025-11-27
OPP-0008508,Closed Lost,2025-12-09
OPP-0008509,Open,2025-09-23
OPP-0008509,Negotiation,2025-10-12
OPP-0008509,Closed Won,2025-11-20
OPP-0008510,Open,2025-08-29
OPP-0008510,Negotiation,2025-09-13
OPP-0008510,Closed Won,2025-11-01
OPP-0008511,Open,2025-10-06
OPP-0008511,Negotiation,2025-10-21
OPP-0008511,Closed Won,2025-11-01
OPP-0008512,Open,2025-09-07
OPP-0008512,Negotiation,2025-09-15
OPP-0008512,Closed Won,2025-11-01
OPP-0008517,Open,2025-09-06
OPP-0008517,Negotiation,2025-09-27
OPP-0008517,Closed Won,2025-10-01
OPP-0008518,Open,2025-09-10
OPP-0008518,Negotiation,2025-09-25
OPP-0008518,Closed Won,2025-10-01
OPP-0008519,Open,2025-09-06
OPP-0008519,Negotiation,2025-09-30
OPP-0008519,Closed Won,2025-10-01
OPP-0008520,SAL,2025-09-03
OPP-0008520,SQO,2025-09-04
OPP-0008520,Proposal/Negotiation,2025-09-05
OPP-0008520,Closed Lost,2025-09-20
OPP-0008521,Open,2025-09-07
OPP-0008521,Negotiation,2025-09-09
OPP-0008521,Closed Won,2025-10-01
OPP-0008522,SAL,2025-09-19
OPP-0008522,SQO,2025-10-09
OPP-0008522,Proposal/Negotiation,2025-10-13
OPP-0008522,Closed Lost,2025-10-14
OPP-0008523,SAL,2025-09-08
OPP-0008523,SQO,2025-10-03
OPP-0008523,Proposal/Negotiation,2025-10-03
OPP-0008523,Closed Lost,2025-10-11
OPP-0008524,SAL,2025-09-05
OPP-0008524,SQO,2025-09-06
OPP-0008524,Proposal/Negotiation,2025-09-14
OPP-0008524,Closed Lost,2025-09-23
OPP-0008525,Open,2025-10-01
OPP-0008525,Negotiation,2025-10-26
OPP-0008525,Closed Won,2025-11-01
OPP-0008526,SAL,2025-09-11
OPP-0008526,SQO,2025-09-12
OPP-0008526,Proposal/Negotiation,2025-09-17
OPP-0008526,Closed Won,2025-09-23
OPP-0008527,Open,2025-09-17
OPP-0008527,Negotiation,2025-09-20
OPP-0008527,Closed Won,2025-10-01
OPP-0008528,Open,2025-09-01
OPP-0008528,Negotiation,2025-09-20
OPP-0008528,Closed Won,2025-10-01
OPP-0008529,Open,2025-08-31
OPP-0008529,Negotiation,2025-09-18
OPP-0008529,Closed Won,2025-10-01
OPP-0008530,Open,2025-09-01
OPP-0008530,Negotiation,2025-09-24
OPP-0008530,Closed Won,2025-10-01
OPP-0008531,Open,2025-09-09
OPP-0008531,Negotiation,2025-09-14
OPP-0008531,Closed Won,2025-10-01
OPP-0008532,SAL,2025-09-03
OPP-0008532,SQO,2025-09-05
OPP-0008532,Proposal/Negotiation,2025-09-22
OPP-0008532,Closed Lost,2025-10-02
OPP-0008533,SAL,2025-09-10
OPP-0008533,SQO,2025-09-14
OPP-0008533,Proposal/Negotiation,2025-09-15
OPP-0008533,Closed Lost,2025-09-21
OPP-0008534,Open,2025-09-26
OPP-0008534,Negotiation,2025-11-01
OPP-0008534,Closed Won,2025-11-01
OPP-0008535,SAL,2025-09-11
OPP-0008535,SQO,2025-09-13
OPP-0008535,Proposal/Negotiation,2025-09-17
OPP-0008535,Closed Won,2025-09-17
OPP-0008549,Open,2025-09-10
OPP-0008549,Negotiation,2025-09-11
OPP-0008549,Closed Won,2025-10-01
OPP-0008550,Open,2025-09-08
OPP-0008550,Negotiation,2025-09-30
OPP-0008550,Closed Won,2025-10-01
OPP-0008551,Open,2025-09-11
OPP-0008551,Negotiation,2025-09-24
OPP-0008551,Closed Won,2025-10-01
OPP-0008552,SAL,2025-09-15
OPP-0008552,SQO,2025-09-15
OPP-0008552,Proposal/Negotiation,2025-09-19
OPP-0008552,Closed Lost,2025-09-23
OPP-0008553,SAL,2025-09-02
OPP-0008553,SQO,2025-09-07
OPP-0008553,Proposal/Negotiation,2025-09-27
OPP-0008553,Closed Lost,2025-10-08
OPP-0008554,SAL,2025-09-07
OPP-0008554,SQO,2025-10-08
OPP-0008554,POC,2025-11-27
OPP-0008554,Proposal/Negotiation,2025-12-11
OPP-0008554,Closed Lost,2025-12-24
OPP-0008557,Open,2025-09-07
OPP-0008557,Negotiation,2025-09-26
OPP-0008557,Closed Won,2025-10-01
OPP-0008558,Open,2025-09-08
OPP-0008558,Negotiation,2025-09-18
OPP-0008558,Closed Won,2025-10-01
OPP-0008559,Open,2025-09-18
OPP-0008559,Negotiation,2025-09-20
OPP-0008559,Closed Won,2025-10-01
OPP-0008560,SAL,2025-09-13
OPP-0008560,SQO,2025-09-15
OPP-0008560,Proposal/Negotiation,2025-09-18
OPP-0008560,Closed Lost,2025-09-21
OPP-0008561,SAL,2025-09-09
OPP-0008561,SQO,2025-09-09
OPP-0008561,Proposal/Negotiation,2025-09-15
OPP-0008561,Closed Lost,2025-09-22
OPP-0008562,SAL,2025-09-10
OPP-0008562,SQO,2025-09-17
OPP-0008562,Proposal/Negotiation,2025-10-03
OPP-0008562,Closed Lost,2025-10-03
OPP-0008570,Open,2025-09-09
OPP-0008570,Negotiation,2025-09-23
OPP-0008570,Closed Won,2025-10-01
OPP-0008571,Open,2025-09-20
OPP-0008571,Negotiation,2025-09-25
OPP-0008571,Closed Won,2025-10-01
OPP-0008572,Open,2025-09-19
OPP-0008572,Negotiation,2025-09-22
OPP-0008572,Closed Won,2025-10-01
OPP-0008573,Open,2025-09-07
OPP-0008573,Negotiation,2025-09-17
OPP-0008573,Closed Won,2025-10-01
OPP-0008574,SAL,2025-09-04
OPP-0008574,SQO,2025-10-08
OPP-0008574,POC,2025-10-18
OPP-0008574,Proposal/Negotiation,2025-11-16
OPP-0008574,Closed Lost,2025-12-22
OPP-0008585,Open,2025-09-11
OPP-0008585,Negotiation,2025-09-25
OPP-0008585,Closed Won,2025-10-01
OPP-0008586,Open,2025-09-25
OPP-0008586,Negotiation,2025-09-29
OPP-0008586,Closed Won,2025-10-01
OPP-0008587,Open,2025-09-13
OPP-0008587,Negotiation,2025-09-14
OPP-0008587,Closed Won,2025-10-01
OPP-0008588,SAL,2025-10-13
OPP-0008588,SQO,2025-10-15
OPP-0008588,POC,2025-12-12
OPP-0008588,Proposal/Negotiation,2025-12-16
OPP-0008588,Closed Lost,2025-12-27
OPP-0008589,Open,2025-09-20
OPP-0008589,Negotiation,2025-10-30
OPP-0008589,Closed Won,2025-12-01
OPP-0008590,SAL,2025-09-05
OPP-0008590,SQO,2025-09-13
OPP-0008590,POC,2025-10-11
OPP-0008590,Proposal/Negotiation,2025-10-30
OPP-0008590,Closed Won,2025-11-08
OPP-0008591,SAL,2025-09-10
OPP-0008591,SQO,2025-09-13
OPP-0008591,Proposal/Negotiation,2025-09-21
OPP-0008591,Closed Won,2025-10-18
OPP-0008604,Open,2025-09-24
OPP-0008604,Negotiation,2025-09-28
OPP-0008604,Closed Won,2025-10-01
OPP-0008605,Open,2025-09-22
OPP-0008605,Negotiation,2025-10-01
OPP-0008605,Closed Won,2025-10-01
OPP-0008606,Open,2025-09-12
OPP-0008606,Negotiation,2025-09-25
OPP-0008606,Closed Won,2025-10-01
OPP-0008607,Open,2025-09-10
OPP-0008607,Negotiation,2025-09-15
OPP-0008607,Closed Won,2025-10-01
OPP-0008608,Open,2025-09-25
OPP-0008608,Negotiation,2025-09-29
OPP-0008608,Closed Won,2025-10-01
OPP-0008609,SAL,2025-09-12
OPP-0008609,SQO,2025-10-01
